t_days,Ca_uM,YAP_nuclear,NFkB_active,STAT6_active,phenotype_inflammatory,phenotype_transitional,phenotype_healing,phenotype_fbgc_prone,fbgc_risk
1.216,0.57504,0.66701,0.23146,0.00705,0.40568,0.36076,0.10483,0.00189,0.00028
1.2167,0.57504,0.66701,0.23143,0.00706,0.40566,0.36073,0.10484,0.0019,0.00028
1.2174,0.57504,0.66701,0.2314,0.00706,0.40564,0.36069,0.10484,0.0019,0.00028
1.2181,0.57504,0.66701,0.23137,0.00707,0.40562,0.36066,0.10484,0.0019,0.00028
1.2188,0.57504,0.66701,0.23133,0.00707,0.4056,0.36063,0.10485,0.0019,0.00028
1.2194,0.57504,0.66701,0.2313,0.00708,0.40558,0.3606,0.10485,0.0019,0.00028
1.2201,0.57504,0.66701,0.23127,0.00708,0.40556,0.36057,0.10486,0.0019,0.00028
1.2208,0.57504,0.66701,0.23124,0.00709,0.40555,0.36054,0.10486,0.0019,0.00028
1.2215,0.57504,0.66701,0.23121,0.00709,0.40553,0.36051,0.10486,0.00191,0.00028
1.2222,0.57504,0.66701,0.23117,0.0071,0.40551,0.36047,0.10487,0.00191,0.00028
1.2229,0.57504,0.66701,0.23114,0.0071,0.40549,0.36044,0.10487,0.00191,0.00028
1.2236,0.57504,0.66701,0.23111,0.00711,0.40547,0.36041,0.10487,0.00191,0.00028
1.2243,0.57504,0.66701,0.23108,0.00711,0.40545,0.36038,0.10488,0.00191,0.00028
1.225,0.57504,0.66701,0.23105,0.00712,0.40543,0.36035,0.10488,0.00191,0.00028
1.2257,0.57504,0.66701,0.23101,0.00712,0.40541,0.36032,0.10488,0.00192,0.00028
1.2264,0.57504,0.66701,0.23098,0.00713,0.40539,0.36029,0.10489,0.00192,0.00028
1.2271,0.57504,0.66701,0.23095,0.00713,0.40537,0.36025,0.10489,0.00192,0.00028
1.2278,0.57504,0.667,0.23092,0.00714,0.40535,0.36022,0.10489,0.00192,0.00028
1.2285,0.57504,0.667,0.23089,0.00714,0.40533,0.36019,0.1049,0.00192,0.00028
1.2292,0.57504,0.667,0.23085,0.00715,0.40531,0.36016,0.1049,0.00192,0.00028
1.2299,0.57504,0.667,0.23082,0.00715,0.4053,0.36013,0.1049,0.00192,0.00029
1.2306,0.57504,0.667,0.23079,0.00716,0.40528,0.3601,0.10491,0.00193,0.00029
1.2312,0.57504,0.667,0.23076,0.00716,0.40526,0.36007,0.10491,0.00193,0.00029
1.2319,0.57504,0.667,0.23073,0.00717,0.40524,0.36003,0.10491,0.00193,0.00029
1.2326,0.57504,0.667,0.23069,0.00717,0.40522,0.36,0.10492,0.00193,0.00029
1.2333,0.57504,0.667,0.23066,0.00717,0.4052,0.35997,0.10492,0.00193,0.00029
1.234,0.57504,0.667,0.23063,0.00718,0.40518,0.35994,0.10492,0.00193,0.00029
1.2347,0.57504,0.667,0.2306,0.00718,0.40516,0.35991,0.10493,0.00194,0.00029
1.2354,0.57504,0.667,0.23057,0.00719,0.40514,0.35988,0.10493,0.00194,0.00029
1.2361,0.57504,0.667,0.23053,0.00719,0.40512,0.35985,0.10494,0.00194,0.00029
1.2368,0.57504,0.667,0.2305,0.0072,0.4051,0.35981,0.10494,0.00194,0.00029
1.2375,0.57504,0.667,0.23047,0.0072,0.40508,0.35978,0.10494,0.00194,0.00029
1.2382,0.57504,0.667,0.23044,0.00721,0.40506,0.35975,0.10495,0.00194,0.00029
1.2389,0.57504,0.667,0.23041,0.00721,0.40505,0.35972,0.10495,0.00194,0.00029
1.2396,0.57504,0.667,0.23037,0.00722,0.40503,0.35969,0.10495,0.00195,0.00029
1.2403,0.57504,0.667,0.23034,0.00722,0.40501,0.35966,0.10496,0.00195,0.00029
1.241,0.57504,0.667,0.23031,0.00723,0.40499,0.35962,0.10496,0.00195,0.00029
1.2417,0.57504,0.667,0.23028,0.00723,0.40497,0.35959,0.10496,0.00195,0.00029
1.2424,0.57504,0.667,0.23025,0.00724,0.40495,0.35956,0.10497,0.00195,0.00029
1.2431,0.57504,0.667,0.23021,0.00724,0.40493,0.35953,0.10497,0.00195,0.00029
1.2438,0.57504,0.667,0.23018,0.00725,0.40491,0.3595,0.10497,0.00196,0.00029
1.2444,0.57504,0.667,0.23015,0.00725,0.40489,0.35947,0.10498,0.00196,0.00029
1.2451,0.57504,0.667,0.23012,0.00726,0.40487,0.35944,0.10498,0.00196,0.00029
1.2458,0.57504,0.667,0.23009,0.00726,0.40485,0.3594,0.10499,0.00196,0.00029
1.2465,0.57504,0.667,0.23005,0.00727,0.40483,0.35937,0.10499,0.00196,0.00029
1.2472,0.57504,0.667,0.23002,0.00727,0.40481,0.35934,0.10499,0.00196,0.00029
1.2479,0.57504,0.667,0.22999,0.00728,0.40479,0.35931,0.105,0.00197,0.00029
1.2486,0.57504,0.667,0.22996,0.00728,0.40478,0.35928,0.105,0.00197,0.00029
1.2493,0.57504,0.667,0.22993,0.00729,0.40476,0.35925,0.105,0.00197,0.00029
1.25,0.57504,0.667,0.2299,0.00729,0.40474,0.35921,0.10501,0.00197,0.00029
1.2507,0.57504,0.667,0.22986,0.0073,0.40472,0.35918,0.10501,0.00197,0.00029
1.2514,0.57504,0.667,0.22983,0.0073,0.4047,0.35915,0.10501,0.00197,0.00029
1.2521,0.57504,0.667,0.2298,0.00731,0.40468,0.35912,0.10502,0.00198,0.00029
1.2528,0.57504,0.667,0.22977,0.00731,0.40466,0.35909,0.10502,0.00198,0.00029
1.2535,0.57504,0.667,0.22974,0.00732,0.40464,0.35906,0.10502,0.00198,0.0003
1.2542,0.57504,0.667,0.2297,0.00732,0.40462,0.35903,0.10503,0.00198,0.0003
1.2549,0.57504,0.667,0.22967,0.00733,0.4046,0.35899,0.10503,0.00198,0.0003
1.2556,0.57504,0.667,0.22964,0.00733,0.40458,0.35896,0.10504,0.00198,0.0003
1.2562,0.57504,0.667,0.22961,0.00734,0.40456,0.35893,0.10504,0.00198,0.0003
1.2569,0.57504,0.667,0.22958,0.00734,0.40454,0.3589,0.10504,0.00199,0.0003
1.2576,0.57504,0.667,0.22954,0.00735,0.40453,0.35887,0.10505,0.00199,0.0003
1.2583,0.57504,0.667,0.22951,0.00735,0.40451,0.35884,0.10505,0.00199,0.0003
1.259,0.57504,0.667,0.22948,0.00736,0.40449,0.35881,0.10505,0.00199,0.0003
1.2597,0.57504,0.667,0.22945,0.00737,0.40447,0.35877,0.10506,0.00199,0.0003
1.2604,0.57504,0.667,0.22942,0.00737,0.40445,0.35874,0.10506,0.00199,0.0003
1.2611,0.57504,0.667,0.22938,0.00738,0.40443,0.35871,0.10506,0.002,0.0003
1.2618,0.57504,0.667,0.22935,0.00738,0.40441,0.35868,0.10507,0.002,0.0003
1.2625,0.57504,0.667,0.22932,0.00739,0.40439,0.35865,0.10507,0.002,0.0003
1.2632,0.57504,0.667,0.22929,0.00739,0.40437,0.35862,0.10507,0.002,0.0003
1.2639,0.57504,0.667,0.22926,0.0074,0.40435,0.35858,0.10508,0.002,0.0003
1.2646,0.57504,0.667,0.22922,0.0074,0.40433,0.35855,0.10508,0.002,0.0003
1.2653,0.57504,0.667,0.22919,0.00741,0.40431,0.35852,0.10509,0.00201,0.0003
1.266,0.57504,0.667,0.22916,0.00741,0.40429,0.35849,0.10509,0.00201,0.0003
1.2667,0.57504,0.66699,0.22913,0.00742,0.40428,0.35846,0.10509,0.00201,0.0003
1.2674,0.57504,0.66699,0.2291,0.00742,0.40426,0.35843,0.1051,0.00201,0.0003
1.2681,0.57504,0.66699,0.22906,0.00743,0.40424,0.35839,0.1051,0.00201,0.0003
1.2688,0.57504,0.66699,0.22903,0.00743,0.40422,0.35836,0.1051,0.00201,0.0003
1.2694,0.57504,0.66699,0.229,0.00744,0.4042,0.35833,0.10511,0.00202,0.0003
1.2701,0.57504,0.66699,0.22897,0.00744,0.40418,0.3583,0.10511,0.00202,0.0003
1.2708,0.57504,0.66699,0.22894,0.00745,0.40416,0.35827,0.10511,0.00202,0.0003
1.2715,0.57504,0.66699,0.2289,0.00745,0.40414,0.35824,0.10512,0.00202,0.0003
1.2722,0.57504,0.66699,0.22887,0.00746,0.40412,0.35821,0.10512,0.00202,0.0003
1.2729,0.57504,0.66699,0.22884,0.00746,0.4041,0.35817,0.10513,0.00202,0.0003
1.2736,0.57504,0.66699,0.22881,0.00747,0.40408,0.35814,0.10513,0.00203,0.0003
1.2743,0.57504,0.66699,0.22878,0.00747,0.40406,0.35811,0.10513,0.00203,0.0003
1.275,0.57504,0.66699,0.22875,0.00748,0.40404,0.35808,0.10514,0.00203,0.0003
1.2757,0.57504,0.66699,0.22871,0.00748,0.40403,0.35805,0.10514,0.00203,0.00031
1.2764,0.57504,0.66699,0.22868,0.00749,0.40401,0.35802,0.10514,0.00203,0.00031
1.2771,0.57504,0.66699,0.22865,0.00749,0.40399,0.35798,0.10515,0.00203,0.00031
1.2778,0.57504,0.66699,0.22862,0.0075,0.40397,0.35795,0.10515,0.00203,0.00031
1.2785,0.57504,0.66699,0.22859,0.0075,0.40395,0.35792,0.10515,0.00204,0.00031
1.2792,0.57504,0.66699,0.22855,0.00751,0.40393,0.35789,0.10516,0.00204,0.00031
1.2799,0.57504,0.66699,0.22852,0.00751,0.40391,0.35786,0.10516,0.00204,0.00031
1.2806,0.57504,0.66699,0.22849,0.00752,0.40389,0.35783,0.10517,0.00204,0.00031
1.2812,0.57504,0.66699,0.22846,0.00752,0.40387,0.35779,0.10517,0.00204,0.00031
1.2819,0.57504,0.66699,0.22843,0.00753,0.40385,0.35776,0.10517,0.00204,0.00031
1.2826,0.57504,0.66699,0.22839,0.00753,0.40383,0.35773,0.10518,0.00205,0.00031
1.2833,0.57504,0.66699,0.22836,0.00754,0.40381,0.3577,0.10518,0.00205,0.00031
1.284,0.57504,0.66699,0.22833,0.00754,0.40379,0.35767,0.10518,0.00205,0.00031
1.2847,0.57504,0.66699,0.2283,0.00755,0.40378,0.35764,0.10519,0.00205,0.00031
1.2854,0.57504,0.66699,0.22827,0.00755,0.40376,0.3576,0.10519,0.00205,0.00031
1.2861,0.57504,0.66699,0.22823,0.00756,0.40374,0.35757,0.1052,0.00205,0.00031
1.2868,0.57504,0.66699,0.2282,0.00757,0.40372,0.35754,0.1052,0.00206,0.00031
1.2875,0.57504,0.66699,0.22817,0.00757,0.4037,0.35751,0.1052,0.00206,0.00031
1.2882,0.57504,0.66699,0.22814,0.00758,0.40368,0.35748,0.10521,0.00206,0.00031
1.2889,0.57504,0.66699,0.22811,0.00758,0.40366,0.35745,0.10521,0.00206,0.00031
1.2896,0.57504,0.66699,0.22807,0.00759,0.40364,0.35742,0.10521,0.00206,0.00031
1.2903,0.57504,0.66699,0.22804,0.00759,0.40362,0.35738,0.10522,0.00206,0.00031
1.291,0.57504,0.66699,0.22801,0.0076,0.4036,0.35735,0.10522,0.00207,0.00031
1.2917,0.57504,0.66699,0.22798,0.0076,0.40358,0.35732,0.10522,0.00207,0.00031
1.2924,0.57504,0.66699,0.22795,0.00761,0.40356,0.35729,0.10523,0.00207,0.00031
1.2931,0.57504,0.66699,0.22792,0.00761,0.40354,0.35726,0.10523,0.00207,0.00031
1.2938,0.57504,0.66699,0.22788,0.00762,0.40353,0.35723,0.10524,0.00207,0.00031
1.2944,0.57504,0.66699,0.22785,0.00762,0.40351,0.35719,0.10524,0.00207,0.00031
1.2951,0.57504,0.66699,0.22782,0.00763,0.40349,0.35716,0.10524,0.00208,0.00031
1.2958,0.57504,0.66699,0.22779,0.00763,0.40347,0.35713,0.10525,0.00208,0.00031
1.2965,0.57504,0.66699,0.22776,0.00764,0.40345,0.3571,0.10525,0.00208,0.00031
1.2972,0.57504,0.66699,0.22772,0.00764,0.40343,0.35707,0.10525,0.00208,0.00031
1.2979,0.57504,0.66699,0.22769,0.00765,0.40341,0.35704,0.10526,0.00208,0.00032
1.2986,0.57504,0.66699,0.22766,0.00765,0.40339,0.357,0.10526,0.00208,0.00032
1.2993,0.57504,0.66699,0.22763,0.00766,0.40337,0.35697,0.10527,0.00209,0.00032
1.3,0.57504,0.66699,0.2276,0.00766,0.40335,0.35694,0.10527,0.00209,0.00032
1.3007,0.57504,0.66699,0.22756,0.00767,0.40333,0.35691,0.10527,0.00209,0.00032
1.3014,0.57504,0.66699,0.22753,0.00768,0.40331,0.35688,0.10528,0.00209,0.00032
1.3021,0.57504,0.66699,0.2275,0.00768,0.4033,0.35685,0.10528,0.00209,0.00032
1.3028,0.57504,0.66699,0.22747,0.00769,0.40328,0.35681,0.10528,0.00209,0.00032
1.3035,0.57504,0.66699,0.22744,0.00769,0.40326,0.35678,0.10529,0.0021,0.00032
1.3042,0.57504,0.66699,0.2274,0.0077,0.40324,0.35675,0.10529,0.0021,0.00032
1.3049,0.57504,0.66699,0.22737,0.0077,0.40322,0.35672,0.1053,0.0021,0.00032
1.3056,0.57504,0.66699,0.22734,0.00771,0.4032,0.35669,0.1053,0.0021,0.00032
1.3062,0.57504,0.66699,0.22731,0.00771,0.40318,0.35666,0.1053,0.0021,0.00032
1.3069,0.57504,0.66699,0.22728,0.00772,0.40316,0.35662,0.10531,0.0021,0.00032
1.3076,0.57504,0.66699,0.22725,0.00772,0.40314,0.35659,0.10531,0.00211,0.00032
1.3083,0.57504,0.66699,0.22721,0.00773,0.40312,0.35656,0.10531,0.00211,0.00032
1.309,0.57504,0.66699,0.22718,0.00773,0.4031,0.35653,0.10532,0.00211,0.00032
1.3097,0.57504,0.66699,0.22715,0.00774,0.40308,0.3565,0.10532,0.00211,0.00032
1.3104,0.57504,0.66698,0.22712,0.00774,0.40306,0.35647,0.10533,0.00211,0.00032
1.3111,0.57504,0.66698,0.22709,0.00775,0.40305,0.35643,0.10533,0.00211,0.00032
1.3118,0.57504,0.66698,0.22705,0.00775,0.40303,0.3564,0.10533,0.00212,0.00032
1.3125,0.57504,0.66698,0.22702,0.00776,0.40301,0.35637,0.10534,0.00212,0.00032
1.3132,0.57504,0.66698,0.22699,0.00777,0.40299,0.35634,0.10534,0.00212,0.00032
1.3139,0.57504,0.66698,0.22696,0.00777,0.40297,0.35631,0.10534,0.00212,0.00032
1.3146,0.57504,0.66698,0.22693,0.00778,0.40295,0.35628,0.10535,0.00212,0.00032
1.3153,0.57504,0.66698,0.22689,0.00778,0.40293,0.35624,0.10535,0.00213,0.00032
1.316,0.57504,0.66698,0.22686,0.00779,0.40291,0.35621,0.10536,0.00213,0.00032
1.3167,0.57504,0.66698,0.22683,0.00779,0.40289,0.35618,0.10536,0.00213,0.00032
1.3174,0.57504,0.66698,0.2268,0.0078,0.40287,0.35615,0.10536,0.00213,0.00032
1.3181,0.57504,0.66698,0.22677,0.0078,0.40285,0.35612,0.10537,0.00213,0.00032
1.3188,0.57504,0.66698,0.22674,0.00781,0.40283,0.35609,0.10537,0.00213,0.00032
1.3194,0.57504,0.66698,0.2267,0.00781,0.40282,0.35605,0.10537,0.00214,0.00033
1.3201,0.57504,0.66698,0.22667,0.00782,0.4028,0.35602,0.10538,0.00214,0.00033
1.3208,0.57504,0.66698,0.22664,0.00782,0.40278,0.35599,0.10538,0.00214,0.00033
1.3215,0.57504,0.66698,0.22661,0.00783,0.40276,0.35596,0.10539,0.00214,0.00033
1.3222,0.57504,0.66698,0.22658,0.00784,0.40274,0.35593,0.10539,0.00214,0.00033
1.3229,0.57504,0.66698,0.22654,0.00784,0.40272,0.3559,0.10539,0.00214,0.00033
1.3236,0.57504,0.66698,0.22651,0.00785,0.4027,0.35586,0.1054,0.00215,0.00033
1.3243,0.57504,0.66698,0.22648,0.00785,0.40268,0.35583,0.1054,0.00215,0.00033
1.325,0.57504,0.66698,0.22645,0.00786,0.40266,0.3558,0.10541,0.00215,0.00033
1.3257,0.57504,0.66698,0.22642,0.00786,0.40264,0.35577,0.10541,0.00215,0.00033
1.3264,0.57504,0.66698,0.22638,0.00787,0.40262,0.35574,0.10541,0.00215,0.00033
1.3271,0.57504,0.66698,0.22635,0.00787,0.4026,0.35571,0.10542,0.00215,0.00033
1.3278,0.57504,0.66698,0.22632,0.00788,0.40259,0.35567,0.10542,0.00216,0.00033
1.3285,0.57504,0.66698,0.22629,0.00788,0.40257,0.35564,0.10542,0.00216,0.00033
1.3292,0.57504,0.66698,0.22626,0.00789,0.40255,0.35561,0.10543,0.00216,0.00033
1.3299,0.57504,0.66698,0.22622,0.00789,0.40253,0.35558,0.10543,0.00216,0.00033
1.3306,0.57504,0.66698,0.22619,0.0079,0.40251,0.35555,0.10544,0.00216,0.00033
1.3312,0.57504,0.66698,0.22616,0.00791,0.40249,0.35552,0.10544,0.00216,0.00033
1.3319,0.57504,0.66698,0.22613,0.00791,0.40247,0.35548,0.10544,0.00217,0.00033
1.3326,0.57504,0.66698,0.2261,0.00792,0.40245,0.35545,0.10545,0.00217,0.00033
1.3333,0.57504,0.66698,0.22607,0.00792,0.40243,0.35542,0.10545,0.00217,0.00033
1.334,0.57504,0.66698,0.22603,0.00793,0.40241,0.35539,0.10546,0.00217,0.00033
1.3347,0.57504,0.66698,0.226,0.00793,0.40239,0.35536,0.10546,0.00217,0.00033
1.3354,0.57504,0.66698,0.22597,0.00794,0.40237,0.35532,0.10546,0.00218,0.00033
1.3361,0.57504,0.66698,0.22594,0.00794,0.40235,0.35529,0.10547,0.00218,0.00033
1.3368,0.57504,0.66698,0.22591,0.00795,0.40234,0.35526,0.10547,0.00218,0.00033
1.3375,0.57504,0.66698,0.22587,0.00795,0.40232,0.35523,0.10547,0.00218,0.00033
1.3382,0.57504,0.66698,0.22584,0.00796,0.4023,0.3552,0.10548,0.00218,0.00033
1.3389,0.57504,0.66698,0.22581,0.00797,0.40228,0.35517,0.10548,0.00218,0.00033
1.3396,0.57504,0.66698,0.22578,0.00797,0.40226,0.35513,0.10549,0.00219,0.00033
1.3403,0.57504,0.66698,0.22575,0.00798,0.40224,0.3551,0.10549,0.00219,0.00033
1.341,0.57504,0.66698,0.22572,0.00798,0.40222,0.35507,0.10549,0.00219,0.00034
1.3417,0.57504,0.66698,0.22568,0.00799,0.4022,0.35504,0.1055,0.00219,0.00034
1.3424,0.57504,0.66698,0.22565,0.00799,0.40218,0.35501,0.1055,0.00219,0.00034
1.3431,0.57504,0.66698,0.22562,0.008,0.40216,0.35498,0.10551,0.00219,0.00034
1.3438,0.57504,0.66698,0.22559,0.008,0.40214,0.35494,0.10551,0.0022,0.00034
1.3444,0.57504,0.66698,0.22556,0.00801,0.40212,0.35491,0.10551,0.0022,0.00034
1.3451,0.57504,0.66698,0.22552,0.00802,0.40211,0.35488,0.10552,0.0022,0.00034
1.3458,0.57504,0.66698,0.22549,0.00802,0.40209,0.35485,0.10552,0.0022,0.00034
1.3465,0.57504,0.66698,0.22546,0.00803,0.40207,0.35482,0.10552,0.0022,0.00034
1.3472,0.57504,0.66698,0.22543,0.00803,0.40205,0.35479,0.10553,0.00221,0.00034
1.3479,0.57504,0.66698,0.2254,0.00804,0.40203,0.35475,0.10553,0.00221,0.00034
1.3486,0.57504,0.66698,0.22536,0.00804,0.40201,0.35472,0.10554,0.00221,0.00034
1.3493,0.57504,0.66698,0.22533,0.00805,0.40199,0.35469,0.10554,0.00221,0.00034
1.35,0.57504,0.66698,0.2253,0.00805,0.40197,0.35466,0.10554,0.00221,0.00034
1.3507,0.57504,0.66698,0.22527,0.00806,0.40195,0.35463,0.10555,0.00221,0.00034
1.3514,0.57504,0.66698,0.22524,0.00806,0.40193,0.35459,0.10555,0.00222,0.00034
1.3521,0.57504,0.66698,0.22521,0.00807,0.40191,0.35456,0.10556,0.00222,0.00034
1.3528,0.57504,0.66698,0.22517,0.00808,0.40189,0.35453,0.10556,0.00222,0.00034
1.3535,0.57504,0.66698,0.22514,0.00808,0.40188,0.3545,0.10556,0.00222,0.00034
1.3542,0.57504,0.66698,0.22511,0.00809,0.40186,0.35447,0.10557,0.00222,0.00034
1.3549,0.57504,0.66698,0.22508,0.00809,0.40184,0.35444,0.10557,0.00222,0.00034
1.3556,0.57504,0.66698,0.22505,0.0081,0.40182,0.3544,0.10558,0.00223,0.00034
1.3562,0.57504,0.66698,0.22501,0.0081,0.4018,0.35437,0.10558,0.00223,0.00034
1.3569,0.57504,0.66698,0.22498,0.00811,0.40178,0.35434,0.10558,0.00223,0.00034
1.3576,0.57504,0.66698,0.22495,0.00811,0.40176,0.35431,0.10559,0.00223,0.00034
1.3583,0.57504,0.66698,0.22492,0.00812,0.40174,0.35428,0.10559,0.00223,0.00034
1.359,0.57504,0.66698,0.22489,0.00813,0.40172,0.35425,0.1056,0.00224,0.00034
1.3597,0.57504,0.66698,0.22486,0.00813,0.4017,0.35421,0.1056,0.00224,0.00034
1.3604,0.57504,0.66698,0.22482,0.00814,0.40168,0.35418,0.1056,0.00224,0.00034
1.3611,0.57504,0.66698,0.22479,0.00814,0.40167,0.35415,0.10561,0.00224,0.00034
1.3618,0.57504,0.66698,0.22476,0.00815,0.40165,0.35412,0.10561,0.00224,0.00035
1.3625,0.57504,0.66698,0.22473,0.00815,0.40163,0.35409,0.10562,0.00224,0.00035
1.3632,0.57504,0.66698,0.2247,0.00816,0.40161,0.35406,0.10562,0.00225,0.00035
1.3639,0.57504,0.66698,0.22466,0.00817,0.40159,0.35402,0.10562,0.00225,0.00035
1.3646,0.57504,0.66698,0.22463,0.00817,0.40157,0.35399,0.10563,0.00225,0.00035
1.3653,0.57504,0.66698,0.2246,0.00818,0.40155,0.35396,0.10563,0.00225,0.00035
1.366,0.57504,0.66698,0.22457,0.00818,0.40153,0.35393,0.10563,0.00225,0.00035
1.3667,0.57504,0.66698,0.22454,0.00819,0.40151,0.3539,0.10564,0.00226,0.00035
1.3674,0.57504,0.66698,0.22451,0.00819,0.40149,0.35386,0.10564,0.00226,0.00035
1.3681,0.57504,0.66697,0.22447,0.0082,0.40147,0.35383,0.10565,0.00226,0.00035
1.3688,0.57504,0.66697,0.22444,0.0082,0.40145,0.3538,0.10565,0.00226,0.00035
1.3694,0.57504,0.66697,0.22441,0.00821,0.40144,0.35377,0.10565,0.00226,0.00035
1.3701,0.57504,0.66697,0.22438,0.00822,0.40142,0.35374,0.10566,0.00226,0.00035
1.3708,0.57504,0.66697,0.22435,0.00822,0.4014,0.35371,0.10566,0.00227,0.00035
1.3715,0.57504,0.66697,0.22431,0.00823,0.40138,0.35367,0.10567,0.00227,0.00035
1.3722,0.57504,0.66697,0.22428,0.00823,0.40136,0.35364,0.10567,0.00227,0.00035
1.3729,0.57504,0.66697,0.22425,0.00824,0.40134,0.35361,0.10567,0.00227,0.00035
1.3736,0.57504,0.66697,0.22422,0.00824,0.40132,0.35358,0.10568,0.00227,0.00035
1.3743,0.57504,0.66697,0.22419,0.00825,0.4013,0.35355,0.10568,0.00228,0.00035
1.375,0.57504,0.66697,0.22415,0.00826,0.40128,0.35351,0.10569,0.00228,0.00035
1.3757,0.57504,0.66697,0.22412,0.00826,0.40126,0.35348,0.10569,0.00228,0.00035
1.3764,0.57504,0.66697,0.22409,0.00827,0.40124,0.35345,0.10569,0.00228,0.00035
1.3771,0.57504,0.66697,0.22406,0.00827,0.40123,0.35342,0.1057,0.00228,0.00035
1.3778,0.57504,0.66697,0.22403,0.00828,0.40121,0.35339,0.1057,0.00228,0.00035
1.3785,0.57504,0.66697,0.224,0.00828,0.40119,0.35336,0.10571,0.00229,0.00035
1.3792,0.57504,0.66697,0.22396,0.00829,0.40117,0.35332,0.10571,0.00229,0.00035
1.3799,0.57504,0.66697,0.22393,0.0083,0.40115,0.35329,0.10571,0.00229,0.00035
1.3806,0.57504,0.66697,0.2239,0.0083,0.40113,0.35326,0.10572,0.00229,0.00035
1.3812,0.57504,0.66697,0.22387,0.00831,0.40111,0.35323,0.10572,0.00229,0.00035
1.3819,0.57504,0.66697,0.22384,0.00831,0.40109,0.3532,0.10573,0.0023,0.00036
1.3826,0.57504,0.66697,0.22381,0.00832,0.40107,0.35317,0.10573,0.0023,0.00036
1.3833,0.57504,0.66697,0.22377,0.00832,0.40105,0.35313,0.10574,0.0023,0.00036
1.384,0.57504,0.66697,0.22374,0.00833,0.40103,0.3531,0.10574,0.0023,0.00036
1.3847,0.57504,0.66697,0.22371,0.00834,0.40101,0.35307,0.10574,0.0023,0.00036
1.3854,0.57504,0.66697,0.22368,0.00834,0.401,0.35304,0.10575,0.0023,0.00036
1.3861,0.57504,0.66697,0.22365,0.00835,0.40098,0.35301,0.10575,0.00231,0.00036
1.3868,0.57504,0.66697,0.22361,0.00835,0.40096,0.35297,0.10576,0.00231,0.00036
1.3875,0.57504,0.66697,0.22358,0.00836,0.40094,0.35294,0.10576,0.00231,0.00036
1.3882,0.57504,0.66697,0.22355,0.00836,0.40092,0.35291,0.10576,0.00231,0.00036
1.3889,0.57504,0.66697,0.22352,0.00837,0.4009,0.35288,0.10577,0.00231,0.00036
1.3896,0.57504,0.66697,0.22349,0.00838,0.40088,0.35285,0.10577,0.00232,0.00036
1.3903,0.57504,0.66697,0.22346,0.00838,0.40086,0.35281,0.10578,0.00232,0.00036
1.391,0.57504,0.66697,0.22342,0.00839,0.40084,0.35278,0.10578,0.00232,0.00036
1.3917,0.57504,0.66697,0.22339,0.00839,0.40082,0.35275,0.10578,0.00232,0.00036
1.3924,0.57504,0.66697,0.22336,0.0084,0.4008,0.35272,0.10579,0.00232,0.00036
1.3931,0.57504,0.66697,0.22333,0.0084,0.40079,0.35269,0.10579,0.00233,0.00036
1.3938,0.57504,0.66697,0.2233,0.00841,0.40077,0.35266,0.1058,0.00233,0.00036
1.3944,0.57504,0.66697,0.22326,0.00842,0.40075,0.35262,0.1058,0.00233,0.00036
1.3951,0.57504,0.66697,0.22323,0.00842,0.40073,0.35259,0.1058,0.00233,0.00036
1.3958,0.57504,0.66697,0.2232,0.00843,0.40071,0.35256,0.10581,0.00233,0.00036
1.3965,0.57504,0.66697,0.22317,0.00843,0.40069,0.35253,0.10581,0.00233,0.00036
1.3972,0.57504,0.66697,0.22314,0.00844,0.40067,0.3525,0.10582,0.00234,0.00036
1.3979,0.57504,0.66697,0.22311,0.00844,0.40065,0.35246,0.10582,0.00234,0.00036
1.3986,0.57504,0.66697,0.22307,0.00845,0.40063,0.35243,0.10582,0.00234,0.00036
1.3993,0.57504,0.66697,0.22304,0.00846,0.40061,0.3524,0.10583,0.00234,0.00036
1.4,0.57504,0.66697,0.22301,0.00846,0.40059,0.35237,0.10583,0.00234,0.00036
1.4007,0.57504,0.66697,0.22298,0.00847,0.40058,0.35234,0.10584,0.00235,0.00036
1.4014,0.57504,0.66697,0.22295,0.00847,0.40056,0.35231,0.10584,0.00235,0.00036
1.4021,0.57504,0.66697,0.22292,0.00848,0.40054,0.35227,0.10584,0.00235,0.00037
1.4028,0.57504,0.66697,0.22288,0.00849,0.40052,0.35224,0.10585,0.00235,0.00037
1.4035,0.57504,0.66697,0.22285,0.00849,0.4005,0.35221,0.10585,0.00235,0.00037
1.4042,0.57504,0.66697,0.22282,0.0085,0.40048,0.35218,0.10586,0.00236,0.00037
1.4049,0.57504,0.66697,0.22279,0.0085,0.40046,0.35215,0.10586,0.00236,0.00037
1.4056,0.57504,0.66697,0.22276,0.00851,0.40044,0.35211,0.10587,0.00236,0.00037
1.4062,0.57504,0.66697,0.22272,0.00851,0.40042,0.35208,0.10587,0.00236,0.00037
1.4069,0.57504,0.66697,0.22269,0.00852,0.4004,0.35205,0.10587,0.00236,0.00037
1.4076,0.57504,0.66697,0.22266,0.00853,0.40038,0.35202,0.10588,0.00236,0.00037
1.4083,0.57504,0.66697,0.22263,0.00853,0.40037,0.35199,0.10588,0.00237,0.00037
1.409,0.57504,0.66697,0.2226,0.00854,0.40035,0.35196,0.10589,0.00237,0.00037
1.4097,0.57504,0.66697,0.22257,0.00854,0.40033,0.35192,0.10589,0.00237,0.00037
