t_days,Ca_uM,YAP_nuclear,NFkB_active,STAT6_active,phenotype_inflammatory,phenotype_transitional,phenotype_healing,phenotype_fbgc_prone,fbgc_risk
14.5882,0.57504,0.66694,0.04157,0.72161,0.29172,0.11169,0.60504,0.33081,0.30056
14.5889,0.57504,0.66694,0.04157,0.7216,0.29172,0.11169,0.60504,0.33081,0.30056
14.5896,0.57504,0.66694,0.04157,0.7216,0.29172,0.11169,0.60504,0.33081,0.30056
14.5903,0.57504,0.66694,0.04157,0.7216,0.29172,0.11169,0.60504,0.3308,0.30056
14.591,0.57504,0.66694,0.04157,0.72159,0.29172,0.11169,0.60503,0.3308,0.30056
14.5917,0.57504,0.66694,0.04157,0.72159,0.29172,0.11169,0.60503,0.3308,0.30056
14.5924,0.57504,0.66694,0.04157,0.72158,0.29172,0.11169,0.60503,0.3308,0.30055
14.5931,0.57504,0.66694,0.04157,0.72158,0.29172,0.11169,0.60502,0.3308,0.30055
14.5938,0.57504,0.66694,0.04157,0.72158,0.29172,0.11169,0.60502,0.3308,0.30055
14.5944,0.57504,0.66694,0.04157,0.72157,0.29172,0.11169,0.60502,0.33079,0.30055
14.5951,0.57504,0.66694,0.04157,0.72157,0.29172,0.11169,0.60502,0.33079,0.30055
14.5958,0.57504,0.66694,0.04156,0.72156,0.29171,0.11169,0.60501,0.33079,0.30055
14.5965,0.57504,0.66694,0.04156,0.72156,0.29171,0.11169,0.60501,0.33079,0.30055
14.5972,0.57504,0.66694,0.04156,0.72156,0.29171,0.11169,0.60501,0.33079,0.30055
14.5979,0.57504,0.66694,0.04156,0.72155,0.29171,0.11169,0.605,0.33079,0.30055
14.5986,0.57504,0.66694,0.04156,0.72155,0.29171,0.11169,0.605,0.33078,0.30054
14.5993,0.57504,0.66694,0.04156,0.72154,0.29171,0.11169,0.605,0.33078,0.30054
14.6,0.57504,0.66694,0.04156,0.72154,0.29171,0.11169,0.605,0.33078,0.30054
14.6007,0.57504,0.66694,0.04156,0.72154,0.29171,0.11169,0.60499,0.33078,0.30054
14.6014,0.57504,0.66694,0.04156,0.72153,0.29171,0.11169,0.60499,0.33078,0.30054
14.6021,0.57504,0.66694,0.04156,0.72153,0.29171,0.11169,0.60499,0.33078,0.30054
14.6028,0.57504,0.66694,0.04156,0.72152,0.29171,0.11169,0.60499,0.33077,0.30054
14.6035,0.57504,0.66694,0.04156,0.72152,0.29171,0.11168,0.60498,0.33077,0.30054
14.6042,0.57504,0.66694,0.04156,0.72152,0.29171,0.11168,0.60498,0.33077,0.30053
14.6049,0.57504,0.66694,0.04156,0.72151,0.29171,0.11168,0.60498,0.33077,0.30053
14.6056,0.57504,0.66694,0.04156,0.72151,0.29171,0.11168,0.60497,0.33077,0.30053
14.6062,0.57504,0.66694,0.04156,0.7215,0.29171,0.11168,0.60497,0.33077,0.30053
14.6069,0.57504,0.66694,0.04156,0.7215,0.29171,0.11168,0.60497,0.33076,0.30053
14.6076,0.57504,0.66694,0.04156,0.7215,0.29171,0.11168,0.60497,0.33076,0.30053
14.6083,0.57504,0.66694,0.04156,0.72149,0.29171,0.11168,0.60496,0.33076,0.30053
14.609,0.57504,0.66694,0.04156,0.72149,0.29171,0.11168,0.60496,0.33076,0.30053
14.6097,0.57504,0.66694,0.04156,0.72148,0.29171,0.11168,0.60496,0.33076,0.30053
14.6104,0.57504,0.66694,0.04156,0.72148,0.29171,0.11168,0.60495,0.33076,0.30052
14.6111,0.57504,0.66694,0.04156,0.72148,0.29171,0.11168,0.60495,0.33075,0.30052
14.6118,0.57504,0.66694,0.04156,0.72147,0.29171,0.11168,0.60495,0.33075,0.30052
14.6125,0.57504,0.66694,0.04156,0.72147,0.29171,0.11168,0.60495,0.33075,0.30052
14.6132,0.57504,0.66694,0.04156,0.72146,0.29171,0.11168,0.60494,0.33075,0.30052
14.6139,0.57504,0.66694,0.04156,0.72146,0.29171,0.11168,0.60494,0.33075,0.30052
14.6146,0.57504,0.66694,0.04156,0.72146,0.29171,0.11168,0.60494,0.33075,0.30052
14.6153,0.57504,0.66694,0.04156,0.72145,0.29171,0.11168,0.60493,0.33074,0.30052
14.616,0.57504,0.66694,0.04156,0.72145,0.29171,0.11168,0.60493,0.33074,0.30052
14.6167,0.57504,0.66694,0.04156,0.72144,0.29171,0.11168,0.60493,0.33074,0.30051
14.6174,0.57504,0.66694,0.04156,0.72144,0.29171,0.11168,0.60493,0.33074,0.30051
14.6181,0.57504,0.66694,0.04156,0.72144,0.29171,0.11168,0.60492,0.33074,0.30051
14.6188,0.57504,0.66694,0.04156,0.72143,0.29171,0.11168,0.60492,0.33074,0.30051
14.6194,0.57504,0.66694,0.04156,0.72143,0.29171,0.11168,0.60492,0.33073,0.30051
14.6201,0.57504,0.66694,0.04156,0.72142,0.29171,0.11168,0.60492,0.33073,0.30051
14.6208,0.57504,0.66694,0.04156,0.72142,0.29171,0.11168,0.60491,0.33073,0.30051
14.6215,0.57504,0.66694,0.04156,0.72142,0.29171,0.11168,0.60491,0.33073,0.30051
14.6222,0.57504,0.66694,0.04156,0.72141,0.29171,0.11167,0.60491,0.33073,0.3005
14.6229,0.57504,0.66694,0.04155,0.72141,0.29171,0.11167,0.6049,0.33073,0.3005
14.6236,0.57504,0.66694,0.04155,0.7214,0.29171,0.11167,0.6049,0.33072,0.3005
14.6243,0.57504,0.66694,0.04155,0.7214,0.29171,0.11167,0.6049,0.33072,0.3005
14.625,0.57504,0.66694,0.04155,0.7214,0.29171,0.11167,0.6049,0.33072,0.3005
14.6257,0.57504,0.66694,0.04155,0.72139,0.29171,0.11167,0.60489,0.33072,0.3005
14.6264,0.57504,0.66694,0.04155,0.72139,0.29171,0.11167,0.60489,0.33072,0.3005
14.6271,0.57504,0.66694,0.04155,0.72138,0.29171,0.11167,0.60489,0.33072,0.3005
14.6278,0.57504,0.66694,0.04155,0.72138,0.29171,0.11167,0.60488,0.33071,0.3005
14.6285,0.57504,0.66694,0.04155,0.72138,0.29171,0.11167,0.60488,0.33071,0.30049
14.6292,0.57504,0.66694,0.04155,0.72137,0.29171,0.11167,0.60488,0.33071,0.30049
14.6299,0.57504,0.66694,0.04155,0.72137,0.29171,0.11167,0.60488,0.33071,0.30049
14.6306,0.57504,0.66694,0.04155,0.72137,0.29171,0.11167,0.60487,0.33071,0.30049
14.6312,0.57504,0.66694,0.04155,0.72136,0.29171,0.11167,0.60487,0.33071,0.30049
14.6319,0.57504,0.66694,0.04155,0.72136,0.29171,0.11167,0.60487,0.3307,0.30049
14.6326,0.57504,0.66694,0.04155,0.72135,0.29171,0.11167,0.60487,0.3307,0.30049
14.6333,0.57504,0.66694,0.04155,0.72135,0.29171,0.11167,0.60486,0.3307,0.30049
14.634,0.57504,0.66694,0.04155,0.72135,0.29171,0.11167,0.60486,0.3307,0.30049
14.6347,0.57504,0.66694,0.04155,0.72134,0.29171,0.11167,0.60486,0.3307,0.30048
14.6354,0.57504,0.66694,0.04155,0.72134,0.29171,0.11167,0.60485,0.3307,0.30048
14.6361,0.57504,0.66694,0.04155,0.72133,0.29171,0.11167,0.60485,0.3307,0.30048
14.6368,0.57504,0.66694,0.04155,0.72133,0.29171,0.11167,0.60485,0.33069,0.30048
14.6375,0.57504,0.66694,0.04155,0.72133,0.29171,0.11167,0.60485,0.33069,0.30048
14.6382,0.57504,0.66694,0.04155,0.72132,0.29171,0.11167,0.60484,0.33069,0.30048
14.6389,0.57504,0.66694,0.04155,0.72132,0.29171,0.11167,0.60484,0.33069,0.30048
14.6396,0.57503,0.66694,0.04155,0.72131,0.29171,0.11167,0.60484,0.33069,0.30048
14.6403,0.57503,0.66694,0.04155,0.72131,0.29171,0.11167,0.60483,0.33069,0.30047
14.641,0.57503,0.66694,0.04155,0.72131,0.2917,0.11166,0.60483,0.33068,0.30047
14.6417,0.57503,0.66694,0.04155,0.7213,0.2917,0.11166,0.60483,0.33068,0.30047
14.6424,0.57503,0.66694,0.04155,0.7213,0.2917,0.11166,0.60483,0.33068,0.30047
14.6431,0.57503,0.66694,0.04155,0.72129,0.2917,0.11166,0.60482,0.33068,0.30047
14.6438,0.57503,0.66694,0.04155,0.72129,0.2917,0.11166,0.60482,0.33068,0.30047
14.6444,0.57503,0.66694,0.04155,0.72129,0.2917,0.11166,0.60482,0.33068,0.30047
14.6451,0.57503,0.66694,0.04155,0.72128,0.2917,0.11166,0.60481,0.33067,0.30047
14.6458,0.57503,0.66694,0.04155,0.72128,0.2917,0.11166,0.60481,0.33067,0.30047
14.6465,0.57503,0.66694,0.04155,0.72127,0.2917,0.11166,0.60481,0.33067,0.30046
14.6472,0.57503,0.66694,0.04155,0.72127,0.2917,0.11166,0.60481,0.33067,0.30046
14.6479,0.57503,0.66694,0.04155,0.72127,0.2917,0.11166,0.6048,0.33067,0.30046
14.6486,0.57504,0.66694,0.04155,0.72126,0.2917,0.11166,0.6048,0.33067,0.30046
14.6493,0.57504,0.66694,0.04155,0.72126,0.2917,0.11166,0.6048,0.33066,0.30046
14.65,0.57504,0.66694,0.04155,0.72125,0.2917,0.11166,0.6048,0.33066,0.30046
14.6507,0.57504,0.66694,0.04154,0.72125,0.2917,0.11166,0.60479,0.33066,0.30046
14.6514,0.57504,0.66694,0.04154,0.72125,0.2917,0.11166,0.60479,0.33066,0.30046
14.6521,0.57504,0.66694,0.04154,0.72124,0.2917,0.11166,0.60479,0.33066,0.30045
14.6528,0.57504,0.66694,0.04154,0.72124,0.2917,0.11166,0.60478,0.33066,0.30045
14.6535,0.57504,0.66694,0.04154,0.72123,0.2917,0.11166,0.60478,0.33065,0.30045
14.6542,0.57504,0.66694,0.04154,0.72123,0.2917,0.11166,0.60478,0.33065,0.30045
14.6549,0.57504,0.66694,0.04154,0.72123,0.2917,0.11166,0.60478,0.33065,0.30045
14.6556,0.57504,0.66694,0.04154,0.72122,0.2917,0.11166,0.60477,0.33065,0.30045
14.6562,0.57504,0.66694,0.04154,0.72122,0.2917,0.11166,0.60477,0.33065,0.30045
14.6569,0.57504,0.66694,0.04154,0.72121,0.2917,0.11166,0.60477,0.33065,0.30045
14.6576,0.57504,0.66694,0.04154,0.72121,0.2917,0.11166,0.60476,0.33064,0.30045
14.6583,0.57504,0.66694,0.04154,0.72121,0.2917,0.11166,0.60476,0.33064,0.30044
14.659,0.57504,0.66694,0.04154,0.7212,0.2917,0.11166,0.60476,0.33064,0.30044
14.6597,0.57504,0.66694,0.04154,0.7212,0.2917,0.11166,0.60476,0.33064,0.30044
14.6604,0.57504,0.66694,0.04154,0.72119,0.2917,0.11165,0.60475,0.33064,0.30044
14.6611,0.57504,0.66694,0.04154,0.72119,0.2917,0.11165,0.60475,0.33064,0.30044
14.6618,0.57504,0.66694,0.04154,0.72119,0.2917,0.11165,0.60475,0.33063,0.30044
14.6625,0.57504,0.66694,0.04154,0.72118,0.2917,0.11165,0.60474,0.33063,0.30044
14.6632,0.57504,0.66694,0.04154,0.72118,0.2917,0.11165,0.60474,0.33063,0.30044
14.6639,0.57504,0.66694,0.04154,0.72117,0.2917,0.11165,0.60474,0.33063,0.30043
14.6646,0.57504,0.66694,0.04154,0.72117,0.2917,0.11165,0.60474,0.33063,0.30043
14.6653,0.57504,0.66694,0.04154,0.72117,0.2917,0.11165,0.60473,0.33063,0.30043
14.666,0.57504,0.66694,0.04154,0.72116,0.2917,0.11165,0.60473,0.33062,0.30043
14.6667,0.57504,0.66694,0.04154,0.72116,0.2917,0.11165,0.60473,0.33062,0.30043
14.6674,0.57504,0.66694,0.04154,0.72115,0.2917,0.11165,0.60473,0.33062,0.30043
14.6681,0.57504,0.66694,0.04154,0.72115,0.2917,0.11165,0.60472,0.33062,0.30043
14.6688,0.57504,0.66694,0.04154,0.72115,0.2917,0.11165,0.60472,0.33062,0.30043
14.6694,0.57504,0.66694,0.04154,0.72114,0.2917,0.11165,0.60472,0.33062,0.30043
14.6701,0.57504,0.66694,0.04154,0.72114,0.2917,0.11165,0.60471,0.33061,0.30042
14.6708,0.57504,0.66694,0.04154,0.72113,0.2917,0.11165,0.60471,0.33061,0.30042
14.6715,0.57504,0.66694,0.04154,0.72113,0.2917,0.11165,0.60471,0.33061,0.30042
14.6722,0.57504,0.66694,0.04154,0.72113,0.2917,0.11165,0.60471,0.33061,0.30042
14.6729,0.57504,0.66694,0.04154,0.72112,0.2917,0.11165,0.6047,0.33061,0.30042
14.6736,0.57504,0.66694,0.04154,0.72112,0.2917,0.11165,0.6047,0.33061,0.30042
14.6743,0.57504,0.66694,0.04154,0.72111,0.2917,0.11165,0.6047,0.3306,0.30042
14.675,0.57504,0.66694,0.04154,0.72111,0.2917,0.11165,0.60469,0.3306,0.30042
14.6757,0.57504,0.66694,0.04154,0.72111,0.2917,0.11165,0.60469,0.3306,0.30041
14.6764,0.57504,0.66694,0.04154,0.7211,0.2917,0.11165,0.60469,0.3306,0.30041
14.6771,0.57504,0.66694,0.04154,0.7211,0.2917,0.11165,0.60469,0.3306,0.30041
14.6778,0.57504,0.66694,0.04154,0.72109,0.2917,0.11165,0.60468,0.3306,0.30041
14.6785,0.57504,0.66694,0.04153,0.72109,0.2917,0.11165,0.60468,0.33059,0.30041
14.6792,0.57504,0.66694,0.04153,0.72109,0.2917,0.11165,0.60468,0.33059,0.30041
14.6799,0.57504,0.66694,0.04153,0.72108,0.2917,0.11164,0.60467,0.33059,0.30041
14.6806,0.57504,0.66694,0.04153,0.72108,0.2917,0.11164,0.60467,0.33059,0.30041
14.6812,0.57504,0.66694,0.04153,0.72107,0.2917,0.11164,0.60467,0.33059,0.30041
14.6819,0.57504,0.66694,0.04153,0.72107,0.2917,0.11164,0.60467,0.33059,0.3004
14.6826,0.57504,0.66694,0.04153,0.72107,0.2917,0.11164,0.60466,0.33058,0.3004
14.6833,0.57504,0.66694,0.04153,0.72106,0.2917,0.11164,0.60466,0.33058,0.3004
14.684,0.57504,0.66694,0.04153,0.72106,0.2917,0.11164,0.60466,0.33058,0.3004
14.6847,0.57504,0.66694,0.04153,0.72105,0.2917,0.11164,0.60466,0.33058,0.3004
14.6854,0.57504,0.66694,0.04153,0.72105,0.2917,0.11164,0.60465,0.33058,0.3004
14.6861,0.57504,0.66694,0.04153,0.72105,0.2917,0.11164,0.60465,0.33058,0.3004
14.6868,0.57504,0.66694,0.04153,0.72104,0.2917,0.11164,0.60465,0.33057,0.3004
14.6875,0.57504,0.66694,0.04153,0.72104,0.2917,0.11164,0.60464,0.33057,0.30039
14.6882,0.57504,0.66694,0.04153,0.72103,0.2917,0.11164,0.60464,0.33057,0.30039
14.6889,0.57504,0.66694,0.04153,0.72103,0.29169,0.11164,0.60464,0.33057,0.30039
14.6896,0.57504,0.66694,0.04153,0.72103,0.29169,0.11164,0.60464,0.33057,0.30039
14.6903,0.57504,0.66694,0.04153,0.72102,0.29169,0.11164,0.60463,0.33057,0.30039
14.691,0.57504,0.66694,0.04153,0.72102,0.29169,0.11164,0.60463,0.33056,0.30039
14.6917,0.57504,0.66694,0.04153,0.72101,0.29169,0.11164,0.60463,0.33056,0.30039
14.6924,0.57504,0.66694,0.04153,0.72101,0.29169,0.11164,0.60462,0.33056,0.30039
14.6931,0.57504,0.66694,0.04153,0.72101,0.29169,0.11164,0.60462,0.33056,0.30038
14.6938,0.57504,0.66694,0.04153,0.721,0.29169,0.11164,0.60462,0.33056,0.30038
14.6944,0.57504,0.66694,0.04153,0.721,0.29169,0.11164,0.60462,0.33056,0.30038
14.6951,0.57504,0.66694,0.04153,0.72099,0.29169,0.11164,0.60461,0.33055,0.30038
14.6958,0.57504,0.66694,0.04153,0.72099,0.29169,0.11164,0.60461,0.33055,0.30038
14.6965,0.57504,0.66694,0.04153,0.72099,0.29169,0.11164,0.60461,0.33055,0.30038
14.6972,0.57504,0.66694,0.04153,0.72098,0.29169,0.11164,0.60461,0.33055,0.30038
14.6979,0.57504,0.66694,0.04153,0.72098,0.29169,0.11164,0.6046,0.33055,0.30038
14.6986,0.57504,0.66694,0.04153,0.72097,0.29169,0.11164,0.6046,0.33055,0.30038
14.6993,0.57504,0.66694,0.04153,0.72097,0.29169,0.11164,0.6046,0.33054,0.30037
14.7,0.57504,0.66694,0.04153,0.72097,0.29169,0.11163,0.60459,0.33054,0.30037
14.7007,0.57504,0.66694,0.04153,0.72096,0.29169,0.11163,0.60459,0.33054,0.30037
14.7014,0.57504,0.66694,0.04153,0.72096,0.29169,0.11163,0.60459,0.33054,0.30037
14.7021,0.57504,0.66694,0.04153,0.72095,0.29169,0.11163,0.60459,0.33054,0.30037
14.7028,0.57504,0.66694,0.04153,0.72095,0.29169,0.11163,0.60458,0.33054,0.30037
14.7035,0.57504,0.66694,0.04153,0.72095,0.29169,0.11163,0.60458,0.33053,0.30037
14.7042,0.57504,0.66694,0.04153,0.72094,0.29169,0.11163,0.60458,0.33053,0.30037
14.7049,0.57504,0.66694,0.04153,0.72094,0.29169,0.11163,0.60457,0.33053,0.30036
14.7056,0.57504,0.66694,0.04153,0.72093,0.29169,0.11163,0.60457,0.33053,0.30036
14.7062,0.57504,0.66694,0.04153,0.72093,0.29169,0.11163,0.60457,0.33053,0.30036
14.7069,0.57504,0.66694,0.04152,0.72093,0.29169,0.11163,0.60457,0.33053,0.30036
14.7076,0.57504,0.66694,0.04152,0.72092,0.29169,0.11163,0.60456,0.33052,0.30036
14.7083,0.57504,0.66694,0.04152,0.72092,0.29169,0.11163,0.60456,0.33052,0.30036
14.709,0.57504,0.66694,0.04152,0.72091,0.29169,0.11163,0.60456,0.33052,0.30036
14.7097,0.57504,0.66694,0.04152,0.72091,0.29169,0.11163,0.60455,0.33052,0.30036
14.7104,0.57504,0.66694,0.04152,0.72091,0.29169,0.11163,0.60455,0.33052,0.30035
14.7111,0.57504,0.66694,0.04152,0.7209,0.29169,0.11163,0.60455,0.33052,0.30035
14.7118,0.57504,0.66694,0.04152,0.7209,0.29169,0.11163,0.60455,0.33052,0.30035
14.7125,0.57504,0.66694,0.04152,0.72089,0.29169,0.11163,0.60454,0.33051,0.30035
14.7132,0.57504,0.66694,0.04152,0.72089,0.29169,0.11163,0.60454,0.33051,0.30035
14.7139,0.57504,0.66694,0.04152,0.72089,0.29169,0.11163,0.60454,0.33051,0.30035
14.7146,0.57504,0.66694,0.04152,0.72088,0.29169,0.11163,0.60454,0.33051,0.30035
14.7153,0.57504,0.66694,0.04152,0.72088,0.29169,0.11163,0.60453,0.33051,0.30035
14.716,0.57504,0.66694,0.04152,0.72087,0.29169,0.11163,0.60453,0.33051,0.30034
14.7167,0.57504,0.66694,0.04152,0.72087,0.29169,0.11163,0.60453,0.3305,0.30034
14.7174,0.57504,0.66694,0.04152,0.72087,0.29169,0.11163,0.60452,0.3305,0.30034
14.7181,0.57504,0.66694,0.04152,0.72086,0.29169,0.11163,0.60452,0.3305,0.30034
14.7188,0.57504,0.66694,0.04152,0.72086,0.29169,0.11163,0.60452,0.3305,0.30034
14.7194,0.57504,0.66694,0.04152,0.72085,0.29169,0.11163,0.60452,0.3305,0.30034
14.7201,0.57504,0.66694,0.04152,0.72085,0.29169,0.11162,0.60451,0.3305,0.30034
14.7208,0.57504,0.66694,0.04152,0.72085,0.29169,0.11162,0.60451,0.33049,0.30034
14.7215,0.57504,0.66694,0.04152,0.72084,0.29169,0.11162,0.60451,0.33049,0.30034
14.7222,0.57504,0.66694,0.04152,0.72084,0.29169,0.11162,0.6045,0.33049,0.30033
14.7229,0.57504,0.66694,0.04152,0.72083,0.29169,0.11162,0.6045,0.33049,0.30033
14.7236,0.57504,0.66694,0.04152,0.72083,0.29169,0.11162,0.6045,0.33049,0.30033
14.7243,0.57504,0.66694,0.04152,0.72083,0.29169,0.11162,0.6045,0.33049,0.30033
14.725,0.57504,0.66694,0.04152,0.72082,0.29169,0.11162,0.60449,0.33048,0.30033
14.7257,0.57504,0.66694,0.04152,0.72082,0.29169,0.11162,0.60449,0.33048,0.30033
14.7264,0.57504,0.66694,0.04152,0.72081,0.29169,0.11162,0.60449,0.33048,0.30033
14.7271,0.57504,0.66694,0.04152,0.72081,0.29169,0.11162,0.60448,0.33048,0.30033
14.7278,0.57504,0.66694,0.04152,0.72081,0.29169,0.11162,0.60448,0.33048,0.30032
14.7285,0.57504,0.66694,0.04152,0.7208,0.29169,0.11162,0.60448,0.33048,0.30032
14.7292,0.57504,0.66694,0.04152,0.7208,0.29169,0.11162,0.60448,0.33047,0.30032
14.7299,0.57504,0.66694,0.04152,0.72079,0.29169,0.11162,0.60447,0.33047,0.30032
14.7306,0.57504,0.66694,0.04152,0.72079,0.29169,0.11162,0.60447,0.33047,0.30032
14.7312,0.57504,0.66694,0.04152,0.72079,0.29169,0.11162,0.60447,0.33047,0.30032
14.7319,0.57504,0.66694,0.04152,0.72078,0.29169,0.11162,0.60447,0.33047,0.30032
14.7326,0.57504,0.66694,0.04152,0.72078,0.29169,0.11162,0.60446,0.33047,0.30032
14.7333,0.57504,0.66694,0.04152,0.72077,0.29169,0.11162,0.60446,0.33046,0.30031
14.734,0.57504,0.66694,0.04152,0.72077,0.29169,0.11162,0.60446,0.33046,0.30031
14.7347,0.57504,0.66694,0.04152,0.72077,0.29169,0.11162,0.60445,0.33046,0.30031
14.7354,0.57504,0.66694,0.04151,0.72076,0.29168,0.11162,0.60445,0.33046,0.30031
14.7361,0.57504,0.66694,0.04151,0.72076,0.29168,0.11162,0.60445,0.33046,0.30031
14.7368,0.57504,0.66694,0.04151,0.72075,0.29168,0.11162,0.60445,0.33046,0.30031
14.7375,0.57504,0.66694,0.04151,0.72075,0.29168,0.11162,0.60444,0.33045,0.30031
14.7382,0.57504,0.66694,0.04151,0.72075,0.29168,0.11162,0.60444,0.33045,0.30031
14.7389,0.57504,0.66694,0.04151,0.72074,0.29168,0.11162,0.60444,0.33045,0.3003
14.7396,0.57504,0.66694,0.04151,0.72074,0.29168,0.11162,0.60443,0.33045,0.3003
14.7403,0.57504,0.66694,0.04151,0.72073,0.29168,0.11162,0.60443,0.33045,0.3003
14.741,0.57504,0.66694,0.04151,0.72073,0.29168,0.11161,0.60443,0.33045,0.3003
14.7417,0.57504,0.66694,0.04151,0.72073,0.29168,0.11161,0.60443,0.33044,0.3003
14.7424,0.57504,0.66694,0.04151,0.72072,0.29168,0.11161,0.60442,0.33044,0.3003
14.7431,0.57504,0.66694,0.04151,0.72072,0.29168,0.11161,0.60442,0.33044,0.3003
14.7438,0.57504,0.66694,0.04151,0.72071,0.29168,0.11161,0.60442,0.33044,0.3003
14.7444,0.57504,0.66694,0.04151,0.72071,0.29168,0.11161,0.60441,0.33044,0.30029
14.7451,0.57504,0.66694,0.04151,0.72071,0.29168,0.11161,0.60441,0.33044,0.30029
14.7458,0.57504,0.66694,0.04151,0.7207,0.29168,0.11161,0.60441,0.33043,0.30029
14.7465,0.57504,0.66694,0.04151,0.7207,0.29168,0.11161,0.60441,0.33043,0.30029
14.7472,0.57504,0.66694,0.04151,0.72069,0.29168,0.11161,0.6044,0.33043,0.30029
14.7479,0.57504,0.66694,0.04151,0.72069,0.29168,0.11161,0.6044,0.33043,0.30029
14.7486,0.57504,0.66694,0.04151,0.72069,0.29168,0.11161,0.6044,0.33043,0.30029
14.7493,0.57504,0.66694,0.04151,0.72068,0.29168,0.11161,0.60439,0.33043,0.30029
14.75,0.57504,0.66694,0.04151,0.72068,0.29168,0.11161,0.60439,0.33042,0.30028
14.7507,0.57504,0.66694,0.04151,0.72067,0.29168,0.11161,0.60439,0.33042,0.30028
14.7514,0.57504,0.66694,0.04151,0.72067,0.29168,0.11161,0.60439,0.33042,0.30028
14.7521,0.57504,0.66694,0.04151,0.72067,0.29168,0.11161,0.60438,0.33042,0.30028
14.7528,0.57504,0.66694,0.04151,0.72066,0.29168,0.11161,0.60438,0.33042,0.30028
14.7535,0.57504,0.66694,0.04151,0.72066,0.29168,0.11161,0.60438,0.33042,0.30028
14.7542,0.57504,0.66694,0.04151,0.72065,0.29168,0.11161,0.60438,0.33041,0.30028
14.7549,0.57504,0.66694,0.04151,0.72065,0.29168,0.11161,0.60437,0.33041,0.30028
14.7556,0.57504,0.66694,0.04151,0.72065,0.29168,0.11161,0.60437,0.33041,0.30027
14.7562,0.57504,0.66694,0.04151,0.72064,0.29168,0.11161,0.60437,0.33041,0.30027
14.7569,0.57504,0.66694,0.04151,0.72064,0.29168,0.11161,0.60436,0.33041,0.30027
14.7576,0.57504,0.66694,0.04151,0.72063,0.29168,0.11161,0.60436,0.33041,0.30027
14.7583,0.57504,0.66694,0.04151,0.72063,0.29168,0.11161,0.60436,0.3304,0.30027
14.759,0.57504,0.66694,0.04151,0.72063,0.29168,0.11161,0.60436,0.3304,0.30027
14.7597,0.57504,0.66694,0.04151,0.72062,0.29168,0.11161,0.60435,0.3304,0.30027
14.7604,0.57504,0.66694,0.04151,0.72062,0.29168,0.11161,0.60435,0.3304,0.30027
14.7611,0.57504,0.66694,0.04151,0.72061,0.29168,0.11161,0.60435,0.3304,0.30026
14.7618,0.57504,0.66694,0.04151,0.72061,0.29168,0.1116,0.60434,0.33039,0.30026
14.7625,0.57504,0.66694,0.04151,0.7206,0.29168,0.1116,0.60434,0.33039,0.30026
14.7632,0.57504,0.66694,0.04151,0.7206,0.29168,0.1116,0.60434,0.33039,0.30026
14.7639,0.57504,0.66694,0.04151,0.7206,0.29168,0.1116,0.60434,0.33039,0.30026
14.7646,0.57504,0.66694,0.0415,0.72059,0.29168,0.1116,0.60433,0.33039,0.30026
14.7653,0.57504,0.66694,0.0415,0.72059,0.29168,0.1116,0.60433,0.33039,0.30026
14.766,0.57504,0.66694,0.0415,0.72058,0.29168,0.1116,0.60433,0.33038,0.30026
14.7667,0.57504,0.66694,0.0415,0.72058,0.29168,0.1116,0.60432,0.33038,0.30025
14.7674,0.57504,0.66694,0.0415,0.72058,0.29168,0.1116,0.60432,0.33038,0.30025
14.7681,0.57504,0.66694,0.0415,0.72057,0.29168,0.1116,0.60432,0.33038,0.30025
14.7688,0.57504,0.66694,0.0415,0.72057,0.29168,0.1116,0.60432,0.33038,0.30025
14.7694,0.57504,0.66694,0.0415,0.72056,0.29168,0.1116,0.60431,0.33038,0.30025
14.7701,0.57504,0.66694,0.0415,0.72056,0.29168,0.1116,0.60431,0.33037,0.30025
14.7708,0.57504,0.66694,0.0415,0.72056,0.29168,0.1116,0.60431,0.33037,0.30025
14.7715,0.57504,0.66694,0.0415,0.72055,0.29168,0.1116,0.6043,0.33037,0.30025
14.7722,0.57504,0.66694,0.0415,0.72055,0.29168,0.1116,0.6043,0.33037,0.30024
14.7729,0.57504,0.66694,0.0415,0.72054,0.29168,0.1116,0.6043,0.33037,0.30024
14.7736,0.57504,0.66694,0.0415,0.72054,0.29168,0.1116,0.6043,0.33037,0.30024
14.7743,0.57504,0.66694,0.0415,0.72054,0.29168,0.1116,0.60429,0.33036,0.30024
14.775,0.57504,0.66694,0.0415,0.72053,0.29168,0.1116,0.60429,0.33036,0.30024
14.7757,0.57504,0.66694,0.0415,0.72053,0.29168,0.1116,0.60429,0.33036,0.30024
14.7764,0.57504,0.66694,0.0415,0.72052,0.29168,0.1116,0.60429,0.33036,0.30024
14.7771,0.57504,0.66694,0.0415,0.72052,0.29168,0.1116,0.60428,0.33036,0.30024
14.7778,0.57504,0.66694,0.0415,0.72052,0.29168,0.1116,0.60428,0.33036,0.30023
14.7785,0.57504,0.66694,0.0415,0.72051,0.29168,0.1116,0.60428,0.33035,0.30023
14.7792,0.57504,0.66694,0.0415,0.72051,0.29168,0.1116,0.60427,0.33035,0.30023
14.7799,0.57504,0.66694,0.0415,0.7205,0.29168,0.1116,0.60427,0.33035,0.30023
14.7806,0.57504,0.66694,0.0415,0.7205,0.29168,0.1116,0.60427,0.33035,0.30023
