t_days,Ca_uM,YAP_nuclear,NFkB,STAT6,inflam,transit,healing,fbgc_prone,fbgc_risk
14.4229,0.51215,0.65786,0.03616,0.70663,0.28484,0.0986,0.66395,0.5775,0.23743
14.4236,0.51215,0.65786,0.03616,0.70662,0.28484,0.0986,0.66394,0.5775,0.23743
14.4243,0.51215,0.65786,0.03616,0.70662,0.28484,0.0986,0.66394,0.5775,0.23743
14.425,0.51215,0.65786,0.03616,0.70661,0.28484,0.0986,0.66394,0.57749,0.23743
14.4257,0.51215,0.65786,0.03616,0.70661,0.28484,0.09859,0.66394,0.57749,0.23743
14.4264,0.51215,0.65786,0.03616,0.70661,0.28484,0.09859,0.66393,0.57749,0.23742
14.4271,0.51215,0.65786,0.03616,0.7066,0.28484,0.09859,0.66393,0.57748,0.23742
14.4278,0.51215,0.65786,0.03615,0.7066,0.28484,0.09859,0.66393,0.57748,0.23742
14.4285,0.51215,0.65786,0.03615,0.70659,0.28484,0.09859,0.66392,0.57748,0.23742
14.4292,0.51215,0.65786,0.03615,0.70659,0.28484,0.09859,0.66392,0.57747,0.23742
14.4299,0.51215,0.65786,0.03615,0.70659,0.28484,0.09859,0.66392,0.57747,0.23742
14.4306,0.51215,0.65786,0.03615,0.70658,0.28484,0.09859,0.66392,0.57747,0.23742
14.4312,0.51215,0.65786,0.03615,0.70658,0.28484,0.09859,0.66391,0.57746,0.23742
14.4319,0.51215,0.65786,0.03615,0.70657,0.28484,0.09859,0.66391,0.57746,0.23742
14.4326,0.51215,0.65786,0.03615,0.70657,0.28484,0.09859,0.66391,0.57746,0.23742
14.4333,0.51215,0.65786,0.03615,0.70657,0.28484,0.09859,0.6639,0.57746,0.23742
14.434,0.51215,0.65786,0.03615,0.70656,0.28484,0.09859,0.6639,0.57745,0.23741
14.4347,0.51215,0.65786,0.03615,0.70656,0.28484,0.09859,0.6639,0.57745,0.23741
14.4354,0.51215,0.65786,0.03615,0.70655,0.28484,0.09859,0.6639,0.57745,0.23741
14.4361,0.51215,0.65786,0.03615,0.70655,0.28484,0.09859,0.66389,0.57744,0.23741
14.4368,0.51215,0.65786,0.03615,0.70655,0.28484,0.09859,0.66389,0.57744,0.23741
14.4375,0.51215,0.65786,0.03615,0.70654,0.28484,0.09859,0.66389,0.57744,0.23741
14.4382,0.51215,0.65786,0.03615,0.70654,0.28484,0.09859,0.66388,0.57743,0.23741
14.4389,0.51215,0.65786,0.03615,0.70653,0.28484,0.09859,0.66388,0.57743,0.23741
14.4396,0.51215,0.65786,0.03615,0.70653,0.28484,0.09859,0.66388,0.57743,0.23741
14.4403,0.51215,0.65786,0.03615,0.70653,0.28484,0.09859,0.66388,0.57743,0.23741
14.441,0.51215,0.65786,0.03615,0.70652,0.28483,0.09859,0.66387,0.57742,0.23741
14.4417,0.51215,0.65786,0.03615,0.70652,0.28483,0.09859,0.66387,0.57742,0.23741
14.4424,0.51215,0.65786,0.03615,0.70651,0.28483,0.09859,0.66387,0.57742,0.2374
14.4431,0.51215,0.65786,0.03615,0.70651,0.28483,0.09859,0.66386,0.57741,0.2374
14.4438,0.51215,0.65786,0.03615,0.7065,0.28483,0.09858,0.66386,0.57741,0.2374
14.4444,0.51215,0.65786,0.03615,0.7065,0.28483,0.09858,0.66386,0.57741,0.2374
14.4451,0.51215,0.65786,0.03615,0.7065,0.28483,0.09858,0.66386,0.5774,0.2374
14.4458,0.51215,0.65786,0.03615,0.70649,0.28483,0.09858,0.66385,0.5774,0.2374
14.4465,0.51215,0.65786,0.03615,0.70649,0.28483,0.09858,0.66385,0.5774,0.2374
14.4472,0.51215,0.65786,0.03615,0.70648,0.28483,0.09858,0.66385,0.5774,0.2374
14.4479,0.51215,0.65786,0.03615,0.70648,0.28483,0.09858,0.66384,0.57739,0.2374
14.4486,0.51215,0.65786,0.03615,0.70648,0.28483,0.09858,0.66384,0.57739,0.2374
14.4493,0.51215,0.65786,0.03615,0.70647,0.28483,0.09858,0.66384,0.57739,0.2374
14.45,0.51215,0.65786,0.03615,0.70647,0.28483,0.09858,0.66384,0.57738,0.23739
14.4507,0.51215,0.65786,0.03615,0.70646,0.28483,0.09858,0.66383,0.57738,0.23739
14.4514,0.51215,0.65786,0.03615,0.70646,0.28483,0.09858,0.66383,0.57738,0.23739
14.4521,0.51215,0.65786,0.03615,0.70646,0.28483,0.09858,0.66383,0.57737,0.23739
14.4528,0.51215,0.65786,0.03615,0.70645,0.28483,0.09858,0.66382,0.57737,0.23739
14.4535,0.51215,0.65786,0.03615,0.70645,0.28483,0.09858,0.66382,0.57737,0.23739
14.4542,0.51215,0.65786,0.03615,0.70644,0.28483,0.09858,0.66382,0.57737,0.23739
14.4549,0.51215,0.65786,0.03615,0.70644,0.28483,0.09858,0.66382,0.57736,0.23739
14.4556,0.51215,0.65786,0.03615,0.70644,0.28483,0.09858,0.66381,0.57736,0.23739
14.4562,0.51215,0.65786,0.03615,0.70643,0.28483,0.09858,0.66381,0.57736,0.23739
14.4569,0.51215,0.65786,0.03615,0.70643,0.28483,0.09858,0.66381,0.57735,0.23739
14.4576,0.51215,0.65786,0.03614,0.70642,0.28483,0.09858,0.6638,0.57735,0.23739
14.4583,0.51215,0.65786,0.03614,0.70642,0.28483,0.09858,0.6638,0.57735,0.23738
14.459,0.51215,0.65786,0.03614,0.70642,0.28483,0.09858,0.6638,0.57734,0.23738
14.4597,0.51215,0.65786,0.03614,0.70641,0.28483,0.09858,0.6638,0.57734,0.23738
14.4604,0.51215,0.65786,0.03614,0.70641,0.28483,0.09858,0.66379,0.57734,0.23738
14.4611,0.51215,0.65786,0.03614,0.7064,0.28483,0.09858,0.66379,0.57733,0.23738
14.4618,0.51215,0.65786,0.03614,0.7064,0.28483,0.09858,0.66379,0.57733,0.23738
14.4625,0.51215,0.65786,0.03614,0.7064,0.28483,0.09857,0.66378,0.57733,0.23738
14.4632,0.51215,0.65786,0.03614,0.70639,0.28483,0.09857,0.66378,0.57733,0.23738
14.4639,0.51215,0.65786,0.03614,0.70639,0.28483,0.09857,0.66378,0.57732,0.23738
14.4646,0.51215,0.65786,0.03614,0.70638,0.28483,0.09857,0.66378,0.57732,0.23738
14.4653,0.51215,0.65786,0.03614,0.70638,0.28483,0.09857,0.66377,0.57732,0.23738
14.466,0.51215,0.65786,0.03614,0.70637,0.28483,0.09857,0.66377,0.57731,0.23737
14.4667,0.51215,0.65786,0.03614,0.70637,0.28483,0.09857,0.66377,0.57731,0.23737
14.4674,0.51215,0.65786,0.03614,0.70637,0.28483,0.09857,0.66376,0.57731,0.23737
14.4681,0.51215,0.65786,0.03614,0.70636,0.28483,0.09857,0.66376,0.5773,0.23737
14.4688,0.51215,0.65786,0.03614,0.70636,0.28483,0.09857,0.66376,0.5773,0.23737
14.4694,0.51215,0.65786,0.03614,0.70635,0.28483,0.09857,0.66376,0.5773,0.23737
14.4701,0.51215,0.65786,0.03614,0.70635,0.28483,0.09857,0.66375,0.5773,0.23737
14.4708,0.51215,0.65786,0.03614,0.70635,0.28483,0.09857,0.66375,0.57729,0.23737
14.4715,0.51215,0.65786,0.03614,0.70634,0.28483,0.09857,0.66375,0.57729,0.23737
14.4722,0.51215,0.65786,0.03614,0.70634,0.28483,0.09857,0.66374,0.57729,0.23737
14.4729,0.51215,0.65786,0.03614,0.70633,0.28483,0.09857,0.66374,0.57728,0.23737
14.4736,0.51215,0.65786,0.03614,0.70633,0.28483,0.09857,0.66374,0.57728,0.23737
14.4743,0.51215,0.65786,0.03614,0.70633,0.28483,0.09857,0.66374,0.57728,0.23736
14.475,0.51215,0.65786,0.03614,0.70632,0.28483,0.09857,0.66373,0.57727,0.23736
14.4757,0.51215,0.65786,0.03614,0.70632,0.28483,0.09857,0.66373,0.57727,0.23736
14.4764,0.51215,0.65786,0.03614,0.70631,0.28483,0.09857,0.66373,0.57727,0.23736
14.4771,0.51215,0.65786,0.03614,0.70631,0.28483,0.09857,0.66372,0.57726,0.23736
14.4778,0.51215,0.65786,0.03614,0.70631,0.28483,0.09857,0.66372,0.57726,0.23736
14.4785,0.51215,0.65786,0.03614,0.7063,0.28483,0.09857,0.66372,0.57726,0.23736
14.4792,0.51215,0.65786,0.03614,0.7063,0.28483,0.09857,0.66372,0.57726,0.23736
14.4799,0.51215,0.65786,0.03614,0.70629,0.28483,0.09857,0.66371,0.57725,0.23736
14.4806,0.51215,0.65786,0.03614,0.70629,0.28483,0.09857,0.66371,0.57725,0.23736
14.4812,0.51215,0.65786,0.03614,0.70628,0.28483,0.09856,0.66371,0.57725,0.23736
14.4819,0.51215,0.65786,0.03614,0.70628,0.28483,0.09856,0.6637,0.57724,0.23735
14.4826,0.51215,0.65786,0.03614,0.70628,0.28483,0.09856,0.6637,0.57724,0.23735
14.4833,0.51215,0.65786,0.03614,0.70627,0.28483,0.09856,0.6637,0.57724,0.23735
14.484,0.51215,0.65786,0.03614,0.70627,0.28483,0.09856,0.6637,0.57723,0.23735
14.4847,0.51215,0.65786,0.03614,0.70626,0.28483,0.09856,0.66369,0.57723,0.23735
14.4854,0.51215,0.65786,0.03614,0.70626,0.28483,0.09856,0.66369,0.57723,0.23735
14.4861,0.51215,0.65786,0.03614,0.70626,0.28483,0.09856,0.66369,0.57723,0.23735
14.4868,0.51215,0.65786,0.03614,0.70625,0.28483,0.09856,0.66368,0.57722,0.23735
14.4875,0.51215,0.65786,0.03613,0.70625,0.28483,0.09856,0.66368,0.57722,0.23735
14.4882,0.51215,0.65786,0.03613,0.70624,0.28483,0.09856,0.66368,0.57722,0.23735
14.4889,0.51215,0.65786,0.03613,0.70624,0.28483,0.09856,0.66368,0.57721,0.23735
14.4896,0.51215,0.65786,0.03613,0.70624,0.28483,0.09856,0.66367,0.57721,0.23734
14.4903,0.51215,0.65786,0.03613,0.70623,0.28482,0.09856,0.66367,0.57721,0.23734
14.491,0.51215,0.65786,0.03613,0.70623,0.28482,0.09856,0.66367,0.5772,0.23734
14.4917,0.51215,0.65786,0.03613,0.70622,0.28482,0.09856,0.66366,0.5772,0.23734
14.4924,0.51215,0.65786,0.03613,0.70622,0.28482,0.09856,0.66366,0.5772,0.23734
14.4931,0.51215,0.65786,0.03613,0.70622,0.28482,0.09856,0.66366,0.57719,0.23734
14.4938,0.51215,0.65786,0.03613,0.70621,0.28482,0.09856,0.66366,0.57719,0.23734
14.4944,0.51215,0.65786,0.03613,0.70621,0.28482,0.09856,0.66365,0.57719,0.23734
14.4951,0.51215,0.65786,0.03613,0.7062,0.28482,0.09856,0.66365,0.57719,0.23734
14.4958,0.51215,0.65786,0.03613,0.7062,0.28482,0.09856,0.66365,0.57718,0.23734
14.4965,0.51215,0.65786,0.03613,0.70619,0.28482,0.09856,0.66364,0.57718,0.23734
14.4972,0.51215,0.65786,0.03613,0.70619,0.28482,0.09856,0.66364,0.57718,0.23733
14.4979,0.51215,0.65786,0.03613,0.70619,0.28482,0.09856,0.66364,0.57717,0.23733
14.4986,0.51215,0.65786,0.03613,0.70618,0.28482,0.09856,0.66364,0.57717,0.23733
14.4993,0.51215,0.65786,0.03613,0.70618,0.28482,0.09856,0.66363,0.57717,0.23733
14.5,0.51215,0.65786,0.03613,0.70617,0.28482,0.09855,0.66363,0.57716,0.23733
14.5007,0.51215,0.65786,0.03613,0.70617,0.28482,0.09855,0.66363,0.57716,0.23733
14.5014,0.51215,0.65786,0.03613,0.70617,0.28482,0.09855,0.66362,0.57716,0.23733
14.5021,0.51215,0.65786,0.03613,0.70616,0.28482,0.09855,0.66362,0.57715,0.23733
14.5028,0.51215,0.65786,0.03613,0.70616,0.28482,0.09855,0.66362,0.57715,0.23733
14.5035,0.51215,0.65786,0.03613,0.70615,0.28482,0.09855,0.66362,0.57715,0.23733
14.5042,0.51215,0.65786,0.03613,0.70615,0.28482,0.09855,0.66361,0.57715,0.23733
14.5049,0.51215,0.65786,0.03613,0.70615,0.28482,0.09855,0.66361,0.57714,0.23732
14.5056,0.51215,0.65786,0.03613,0.70614,0.28482,0.09855,0.66361,0.57714,0.23732
14.5062,0.51215,0.65786,0.03613,0.70614,0.28482,0.09855,0.6636,0.57714,0.23732
14.5069,0.51215,0.65786,0.03613,0.70613,0.28482,0.09855,0.6636,0.57713,0.23732
14.5076,0.51215,0.65786,0.03613,0.70613,0.28482,0.09855,0.6636,0.57713,0.23732
14.5083,0.51215,0.65786,0.03613,0.70613,0.28482,0.09855,0.6636,0.57713,0.23732
14.509,0.51215,0.65786,0.03613,0.70612,0.28482,0.09855,0.66359,0.57712,0.23732
14.5097,0.51215,0.65786,0.03613,0.70612,0.28482,0.09855,0.66359,0.57712,0.23732
14.5104,0.51215,0.65786,0.03613,0.70611,0.28482,0.09855,0.66359,0.57712,0.23732
14.5111,0.51215,0.65786,0.03613,0.70611,0.28482,0.09855,0.66358,0.57711,0.23732
14.5118,0.51215,0.65786,0.03613,0.7061,0.28482,0.09855,0.66358,0.57711,0.23732
14.5125,0.51215,0.65786,0.03613,0.7061,0.28482,0.09855,0.66358,0.57711,0.23731
14.5132,0.51215,0.65786,0.03613,0.7061,0.28482,0.09855,0.66358,0.57711,0.23731
14.5139,0.51215,0.65786,0.03613,0.70609,0.28482,0.09855,0.66357,0.5771,0.23731
14.5146,0.51215,0.65786,0.03613,0.70609,0.28482,0.09855,0.66357,0.5771,0.23731
14.5153,0.51215,0.65786,0.03613,0.70608,0.28482,0.09855,0.66357,0.5771,0.23731
14.516,0.51215,0.65786,0.03613,0.70608,0.28482,0.09855,0.66356,0.57709,0.23731
14.5167,0.51215,0.65786,0.03613,0.70608,0.28482,0.09855,0.66356,0.57709,0.23731
14.5174,0.51215,0.65786,0.03613,0.70607,0.28482,0.09855,0.66356,0.57709,0.23731
14.5181,0.51215,0.65786,0.03612,0.70607,0.28482,0.09855,0.66356,0.57708,0.23731
14.5188,0.51215,0.65786,0.03612,0.70606,0.28482,0.09854,0.66355,0.57708,0.23731
14.5194,0.51215,0.65786,0.03612,0.70606,0.28482,0.09854,0.66355,0.57708,0.23731
14.5201,0.51215,0.65786,0.03612,0.70606,0.28482,0.09854,0.66355,0.57708,0.23731
14.5208,0.51215,0.65786,0.03612,0.70605,0.28482,0.09854,0.66354,0.57707,0.2373
14.5215,0.51215,0.65786,0.03612,0.70605,0.28482,0.09854,0.66354,0.57707,0.2373
14.5222,0.51215,0.65786,0.03612,0.70604,0.28482,0.09854,0.66354,0.57707,0.2373
14.5229,0.51215,0.65786,0.03612,0.70604,0.28482,0.09854,0.66354,0.57706,0.2373
14.5236,0.51215,0.65786,0.03612,0.70604,0.28482,0.09854,0.66353,0.57706,0.2373
14.5243,0.51215,0.65786,0.03612,0.70603,0.28482,0.09854,0.66353,0.57706,0.2373
14.525,0.51215,0.65786,0.03612,0.70603,0.28482,0.09854,0.66353,0.57705,0.2373
14.5257,0.51215,0.65786,0.03612,0.70602,0.28482,0.09854,0.66352,0.57705,0.2373
14.5264,0.51215,0.65786,0.03612,0.70602,0.28482,0.09854,0.66352,0.57705,0.2373
14.5271,0.51215,0.65786,0.03612,0.70601,0.28482,0.09854,0.66352,0.57704,0.2373
14.5278,0.51215,0.65786,0.03612,0.70601,0.28482,0.09854,0.66352,0.57704,0.2373
14.5285,0.51215,0.65786,0.03612,0.70601,0.28482,0.09854,0.66351,0.57704,0.23729
14.5292,0.51215,0.65786,0.03612,0.706,0.28482,0.09854,0.66351,0.57704,0.23729
14.5299,0.51215,0.65786,0.03612,0.706,0.28482,0.09854,0.66351,0.57703,0.23729
14.5306,0.51215,0.65786,0.03612,0.70599,0.28482,0.09854,0.6635,0.57703,0.23729
14.5312,0.51215,0.65786,0.03612,0.70599,0.28482,0.09854,0.6635,0.57703,0.23729
14.5319,0.51215,0.65786,0.03612,0.70599,0.28482,0.09854,0.6635,0.57702,0.23729
14.5326,0.51215,0.65786,0.03612,0.70598,0.28482,0.09854,0.6635,0.57702,0.23729
14.5333,0.51215,0.65786,0.03612,0.70598,0.28482,0.09854,0.66349,0.57702,0.23729
14.534,0.51215,0.65786,0.03612,0.70597,0.28482,0.09854,0.66349,0.57701,0.23729
14.5347,0.51215,0.65786,0.03612,0.70597,0.28482,0.09854,0.66349,0.57701,0.23729
14.5354,0.51215,0.65786,0.03612,0.70597,0.28482,0.09854,0.66348,0.57701,0.23728
14.5361,0.51215,0.65786,0.03612,0.70596,0.28482,0.09854,0.66348,0.577,0.23728
14.5368,0.51215,0.65786,0.03612,0.70596,0.28482,0.09854,0.66348,0.577,0.23728
14.5375,0.51215,0.65786,0.03612,0.70595,0.28482,0.09854,0.66348,0.577,0.23728
14.5382,0.51215,0.65786,0.03612,0.70595,0.28482,0.09854,0.66347,0.577,0.23728
14.5389,0.51215,0.65786,0.03612,0.70594,0.28482,0.09853,0.66347,0.57699,0.23728
14.5396,0.51215,0.65786,0.03612,0.70594,0.28482,0.09853,0.66347,0.57699,0.23728
14.5403,0.51215,0.65786,0.03612,0.70594,0.28482,0.09853,0.66346,0.57699,0.23728
14.541,0.51215,0.65786,0.03612,0.70593,0.28482,0.09853,0.66346,0.57698,0.23728
14.5417,0.51215,0.65786,0.03612,0.70593,0.28481,0.09853,0.66346,0.57698,0.23728
14.5424,0.51215,0.65786,0.03612,0.70592,0.28481,0.09853,0.66346,0.57698,0.23728
14.5431,0.51215,0.65786,0.03612,0.70592,0.28481,0.09853,0.66345,0.57697,0.23727
14.5438,0.51215,0.65786,0.03612,0.70592,0.28481,0.09853,0.66345,0.57697,0.23727
14.5444,0.51215,0.65786,0.03612,0.70591,0.28481,0.09853,0.66345,0.57697,0.23727
14.5451,0.51215,0.65786,0.03612,0.70591,0.28481,0.09853,0.66344,0.57696,0.23727
14.5458,0.51215,0.65786,0.03612,0.7059,0.28481,0.09853,0.66344,0.57696,0.23727
14.5465,0.51215,0.65786,0.03612,0.7059,0.28481,0.09853,0.66344,0.57696,0.23727
14.5472,0.51215,0.65786,0.03612,0.7059,0.28481,0.09853,0.66344,0.57696,0.23727
14.5479,0.51215,0.65786,0.03612,0.70589,0.28481,0.09853,0.66343,0.57695,0.23727
14.5486,0.51215,0.65786,0.03612,0.70589,0.28481,0.09853,0.66343,0.57695,0.23727
14.5493,0.51215,0.65786,0.03611,0.70588,0.28481,0.09853,0.66343,0.57695,0.23727
14.55,0.51215,0.65786,0.03611,0.70588,0.28481,0.09853,0.66342,0.57694,0.23727
14.5507,0.51215,0.65786,0.03611,0.70588,0.28481,0.09853,0.66342,0.57694,0.23726
14.5514,0.51215,0.65786,0.03611,0.70587,0.28481,0.09853,0.66342,0.57694,0.23726
14.5521,0.51215,0.65786,0.03611,0.70587,0.28481,0.09853,0.66342,0.57693,0.23726
14.5528,0.51215,0.65786,0.03611,0.70586,0.28481,0.09853,0.66341,0.57693,0.23726
14.5535,0.51215,0.65786,0.03611,0.70586,0.28481,0.09853,0.66341,0.57693,0.23726
14.5542,0.51215,0.65786,0.03611,0.70585,0.28481,0.09853,0.66341,0.57692,0.23726
14.5549,0.51215,0.65786,0.03611,0.70585,0.28481,0.09853,0.6634,0.57692,0.23726
14.5556,0.51215,0.65786,0.03611,0.70585,0.28481,0.09853,0.6634,0.57692,0.23726
14.5562,0.51215,0.65786,0.03611,0.70584,0.28481,0.09853,0.6634,0.57692,0.23726
14.5569,0.51215,0.65786,0.03611,0.70584,0.28481,0.09853,0.6634,0.57691,0.23726
14.5576,0.51215,0.65786,0.03611,0.70583,0.28481,0.09853,0.66339,0.57691,0.23726
14.5583,0.51215,0.65786,0.03611,0.70583,0.28481,0.09852,0.66339,0.57691,0.23725
14.559,0.51215,0.65786,0.03611,0.70583,0.28481,0.09852,0.66339,0.5769,0.23725
14.5597,0.51215,0.65786,0.03611,0.70582,0.28481,0.09852,0.66338,0.5769,0.23725
14.5604,0.51215,0.65786,0.03611,0.70582,0.28481,0.09852,0.66338,0.5769,0.23725
14.5611,0.51215,0.65786,0.03611,0.70581,0.28481,0.09852,0.66338,0.57689,0.23725
14.5618,0.51215,0.65786,0.03611,0.70581,0.28481,0.09852,0.66338,0.57689,0.23725
14.5625,0.51215,0.65786,0.03611,0.70581,0.28481,0.09852,0.66337,0.57689,0.23725
14.5632,0.51215,0.65786,0.03611,0.7058,0.28481,0.09852,0.66337,0.57688,0.23725
14.5639,0.51215,0.65786,0.03611,0.7058,0.28481,0.09852,0.66337,0.57688,0.23725
14.5646,0.51215,0.65786,0.03611,0.70579,0.28481,0.09852,0.66336,0.57688,0.23725
14.5653,0.51215,0.65786,0.03611,0.70579,0.28481,0.09852,0.66336,0.57688,0.23725
14.566,0.51215,0.65786,0.03611,0.70579,0.28481,0.09852,0.66336,0.57687,0.23724
14.5667,0.51215,0.65786,0.03611,0.70578,0.28481,0.09852,0.66336,0.57687,0.23724
14.5674,0.51215,0.65786,0.03611,0.70578,0.28481,0.09852,0.66335,0.57687,0.23724
14.5681,0.51215,0.65786,0.03611,0.70577,0.28481,0.09852,0.66335,0.57686,0.23724
14.5688,0.51215,0.65786,0.03611,0.70577,0.28481,0.09852,0.66335,0.57686,0.23724
14.5694,0.51215,0.65786,0.03611,0.70576,0.28481,0.09852,0.66334,0.57686,0.23724
14.5701,0.51215,0.65786,0.03611,0.70576,0.28481,0.09852,0.66334,0.57685,0.23724
14.5708,0.51215,0.65786,0.03611,0.70576,0.28481,0.09852,0.66334,0.57685,0.23724
14.5715,0.51215,0.65786,0.03611,0.70575,0.28481,0.09852,0.66334,0.57685,0.23724
14.5722,0.51215,0.65786,0.03611,0.70575,0.28481,0.09852,0.66333,0.57684,0.23724
14.5729,0.51215,0.65786,0.03611,0.70574,0.28481,0.09852,0.66333,0.57684,0.23723
14.5736,0.51215,0.65786,0.03611,0.70574,0.28481,0.09852,0.66333,0.57684,0.23723
14.5743,0.51215,0.65786,0.03611,0.70574,0.28481,0.09852,0.66332,0.57684,0.23723
14.575,0.51215,0.65786,0.03611,0.70573,0.28481,0.09852,0.66332,0.57683,0.23723
14.5757,0.51215,0.65786,0.03611,0.70573,0.28481,0.09852,0.66332,0.57683,0.23723
14.5764,0.51215,0.65786,0.03611,0.70572,0.28481,0.09852,0.66332,0.57683,0.23723
14.5771,0.51215,0.65786,0.03611,0.70572,0.28481,0.09852,0.66331,0.57682,0.23723
14.5778,0.51215,0.65786,0.03611,0.70572,0.28481,0.09852,0.66331,0.57682,0.23723
14.5785,0.51215,0.65786,0.03611,0.70571,0.28481,0.09851,0.66331,0.57682,0.23723
14.5792,0.51215,0.65786,0.03611,0.70571,0.28481,0.09851,0.6633,0.57681,0.23723
14.5799,0.51215,0.65786,0.03611,0.7057,0.28481,0.09851,0.6633,0.57681,0.23723
14.5806,0.51215,0.65786,0.0361,0.7057,0.28481,0.09851,0.6633,0.57681,0.23722
14.5812,0.51215,0.65786,0.0361,0.7057,0.28481,0.09851,0.6633,0.57681,0.23722
14.5819,0.51215,0.65786,0.0361,0.70569,0.28481,0.09851,0.66329,0.5768,0.23722
14.5826,0.51215,0.65786,0.0361,0.70569,0.28481,0.09851,0.66329,0.5768,0.23722
14.5833,0.51215,0.65786,0.0361,0.70568,0.28481,0.09851,0.66329,0.5768,0.23722
14.584,0.51215,0.65786,0.0361,0.70568,0.28481,0.09851,0.66328,0.57679,0.23722
14.5847,0.51215,0.65786,0.0361,0.70567,0.28481,0.09851,0.66328,0.57679,0.23722
14.5854,0.51215,0.65786,0.0361,0.70567,0.28481,0.09851,0.66328,0.57679,0.23722
14.5861,0.51215,0.65786,0.0361,0.70567,0.28481,0.09851,0.66327,0.57678,0.23722
14.5868,0.51215,0.65786,0.0361,0.70566,0.28481,0.09851,0.66327,0.57678,0.23722
14.5875,0.51215,0.65786,0.0361,0.70566,0.28481,0.09851,0.66327,0.57678,0.23722
14.5882,0.51215,0.65786,0.0361,0.70565,0.28481,0.09851,0.66327,0.57677,0.23721
14.5889,0.51215,0.65786,0.0361,0.70565,0.28481,0.09851,0.66326,0.57677,0.23721
14.5896,0.51215,0.65786,0.0361,0.70565,0.28481,0.09851,0.66326,0.57677,0.23721
14.5903,0.51215,0.65786,0.0361,0.70564,0.28481,0.09851,0.66326,0.57677,0.23721
14.591,0.51215,0.65786,0.0361,0.70564,0.28481,0.09851,0.66325,0.57676,0.23721
14.5917,0.51215,0.65786,0.0361,0.70563,0.28481,0.09851,0.66325,0.57676,0.23721
14.5924,0.51215,0.65786,0.0361,0.70563,0.28481,0.09851,0.66325,0.57676,0.23721
14.5931,0.51215,0.65786,0.0361,0.70563,0.28481,0.09851,0.66325,0.57675,0.23721
14.5938,0.51215,0.65786,0.0361,0.70562,0.2848,0.09851,0.66324,0.57675,0.23721
14.5944,0.51215,0.65786,0.0361,0.70562,0.2848,0.09851,0.66324,0.57675,0.23721
14.5951,0.51215,0.65786,0.0361,0.70561,0.2848,0.09851,0.66324,0.57674,0.2372
14.5958,0.51215,0.65786,0.0361,0.70561,0.2848,0.09851,0.66323,0.57674,0.2372
14.5965,0.51215,0.65786,0.0361,0.70561,0.2848,0.09851,0.66323,0.57674,0.2372
14.5972,0.51215,0.65786,0.0361,0.7056,0.2848,0.09851,0.66323,0.57673,0.2372
14.5979,0.51215,0.65786,0.0361,0.7056,0.2848,0.09851,0.66323,0.57673,0.2372
14.5986,0.51215,0.65786,0.0361,0.70559,0.2848,0.0985,0.66322,0.57673,0.2372
14.5993,0.51215,0.65786,0.0361,0.70559,0.2848,0.0985,0.66322,0.57673,0.2372
14.6,0.51215,0.65786,0.0361,0.70558,0.2848,0.0985,0.66322,0.57672,0.2372
14.6007,0.51215,0.65786,0.0361,0.70558,0.2848,0.0985,0.66321,0.57672,0.2372
14.6014,0.51215,0.65786,0.0361,0.70558,0.2848,0.0985,0.66321,0.57672,0.2372
14.6021,0.51215,0.65786,0.0361,0.70557,0.2848,0.0985,0.66321,0.57671,0.2372
14.6028,0.51215,0.65786,0.0361,0.70557,0.2848,0.0985,0.66321,0.57671,0.23719
14.6035,0.51215,0.65786,0.0361,0.70556,0.2848,0.0985,0.6632,0.57671,0.23719
14.6042,0.51215,0.65786,0.0361,0.70556,0.2848,0.0985,0.6632,0.5767,0.23719
14.6049,0.51215,0.65786,0.0361,0.70556,0.2848,0.0985,0.6632,0.5767,0.23719
14.6056,0.51215,0.65786,0.0361,0.70555,0.2848,0.0985,0.66319,0.5767,0.23719
14.6062,0.51215,0.65786,0.0361,0.70555,0.2848,0.0985,0.66319,0.57669,0.23719
14.6069,0.51215,0.65786,0.0361,0.70554,0.2848,0.0985,0.66319,0.57669,0.23719
14.6076,0.51215,0.65786,0.0361,0.70554,0.2848,0.0985,0.66319,0.57669,0.23719
14.6083,0.51215,0.65786,0.0361,0.70554,0.2848,0.0985,0.66318,0.57668,0.23719
14.609,0.51215,0.65786,0.0361,0.70553,0.2848,0.0985,0.66318,0.57668,0.23719
14.6097,0.51215,0.65786,0.0361,0.70553,0.2848,0.0985,0.66318,0.57668,0.23718
14.6104,0.51215,0.65786,0.0361,0.70552,0.2848,0.0985,0.66317,0.57668,0.23718
14.6111,0.51215,0.65786,0.0361,0.70552,0.2848,0.0985,0.66317,0.57667,0.23718
14.6118,0.51215,0.65786,0.0361,0.70551,0.2848,0.0985,0.66317,0.57667,0.23718
14.6125,0.51215,0.65786,0.03609,0.70551,0.2848,0.0985,0.66317,0.57667,0.23718
14.6132,0.51215,0.65786,0.03609,0.70551,0.2848,0.0985,0.66316,0.57666,0.23718
14.6139,0.51215,0.65786,0.03609,0.7055,0.2848,0.0985,0.66316,0.57666,0.23718
14.6146,0.51215,0.65786,0.03609,0.7055,0.2848,0.0985,0.66316,0.57666,0.23718
14.6153,0.51215,0.65786,0.03609,0.70549,0.2848,0.0985,0.66315,0.57665,0.23718
14.616,0.51215,0.65786,0.03609,0.70549,0.2848,0.0985,0.66315,0.57665,0.23718
