t_days,Ca_uM,YAP_nuclear,NFkB,STAT6,inflam,transit,healing,fbgc_prone,fbgc_risk
2.8639,0.51215,0.65786,0.14094,0.03273,0.34771,0.25749,0.19222,0.02071,0.0015
2.8646,0.51215,0.65786,0.14092,0.03275,0.3477,0.25746,0.19224,0.02072,0.0015
2.8653,0.51215,0.65786,0.14089,0.03278,0.34768,0.25743,0.19225,0.02074,0.0015
2.866,0.51215,0.65786,0.14087,0.0328,0.34767,0.25741,0.19227,0.02075,0.00151
2.8667,0.51215,0.65786,0.14084,0.03282,0.34765,0.25738,0.19228,0.02077,0.00151
2.8674,0.51215,0.65786,0.14082,0.03284,0.34764,0.25735,0.1923,0.02078,0.00151
2.8681,0.51215,0.65786,0.14079,0.03286,0.34762,0.25732,0.19231,0.0208,0.00151
2.8688,0.51215,0.65786,0.14077,0.03289,0.34761,0.25729,0.19233,0.02081,0.00151
2.8694,0.51215,0.65786,0.14074,0.03291,0.34759,0.25727,0.19234,0.02083,0.00151
2.8701,0.51215,0.65786,0.14072,0.03293,0.34758,0.25724,0.19236,0.02085,0.00151
2.8708,0.51215,0.65786,0.1407,0.03295,0.34756,0.25721,0.19237,0.02086,0.00151
2.8715,0.51215,0.65786,0.14067,0.03297,0.34755,0.25718,0.19239,0.02088,0.00151
2.8722,0.51215,0.65786,0.14065,0.03299,0.34753,0.25716,0.1924,0.02089,0.00152
2.8729,0.51215,0.65786,0.14062,0.03302,0.34752,0.25713,0.19242,0.02091,0.00152
2.8736,0.51215,0.65786,0.1406,0.03304,0.3475,0.2571,0.19244,0.02092,0.00152
2.8743,0.51215,0.65786,0.14057,0.03306,0.34749,0.25707,0.19245,0.02094,0.00152
2.875,0.51215,0.65786,0.14055,0.03308,0.34747,0.25704,0.19247,0.02095,0.00152
2.8757,0.51215,0.65786,0.14052,0.0331,0.34746,0.25702,0.19248,0.02097,0.00152
2.8764,0.51215,0.65786,0.1405,0.03313,0.34744,0.25699,0.1925,0.02098,0.00152
2.8771,0.51215,0.65786,0.14047,0.03315,0.34743,0.25696,0.19251,0.021,0.00152
2.8778,0.51215,0.65786,0.14045,0.03317,0.34741,0.25693,0.19253,0.02101,0.00152
2.8785,0.51215,0.65786,0.14043,0.03319,0.3474,0.25691,0.19254,0.02103,0.00153
2.8792,0.51215,0.65786,0.1404,0.03321,0.34738,0.25688,0.19256,0.02104,0.00153
2.8799,0.51215,0.65786,0.14038,0.03324,0.34737,0.25685,0.19257,0.02106,0.00153
2.8806,0.51215,0.65786,0.14035,0.03326,0.34736,0.25682,0.19259,0.02108,0.00153
2.8812,0.51215,0.65786,0.14033,0.03328,0.34734,0.2568,0.1926,0.02109,0.00153
2.8819,0.51215,0.65786,0.1403,0.0333,0.34733,0.25677,0.19262,0.02111,0.00153
2.8826,0.51215,0.65786,0.14028,0.03333,0.34731,0.25674,0.19264,0.02112,0.00153
2.8833,0.51215,0.65786,0.14025,0.03335,0.3473,0.25671,0.19265,0.02114,0.00153
2.884,0.51215,0.65786,0.14023,0.03337,0.34728,0.25668,0.19267,0.02115,0.00153
2.8847,0.51215,0.65786,0.1402,0.03339,0.34727,0.25666,0.19268,0.02117,0.00154
2.8854,0.51215,0.65786,0.14018,0.03341,0.34725,0.25663,0.1927,0.02118,0.00154
2.8861,0.51215,0.65786,0.14015,0.03344,0.34724,0.2566,0.19271,0.0212,0.00154
2.8868,0.51215,0.65786,0.14013,0.03346,0.34722,0.25657,0.19273,0.02121,0.00154
2.8875,0.51215,0.65786,0.14011,0.03348,0.34721,0.25655,0.19274,0.02123,0.00154
2.8882,0.51215,0.65786,0.14008,0.0335,0.34719,0.25652,0.19276,0.02125,0.00154
2.8889,0.51215,0.65786,0.14006,0.03352,0.34718,0.25649,0.19278,0.02126,0.00154
2.8896,0.51215,0.65786,0.14003,0.03355,0.34716,0.25646,0.19279,0.02128,0.00154
2.8903,0.51215,0.65786,0.14001,0.03357,0.34715,0.25644,0.19281,0.02129,0.00154
2.891,0.51215,0.65786,0.13998,0.03359,0.34713,0.25641,0.19282,0.02131,0.00155
2.8917,0.51215,0.65786,0.13996,0.03361,0.34712,0.25638,0.19284,0.02132,0.00155
2.8924,0.51215,0.65786,0.13993,0.03364,0.3471,0.25635,0.19285,0.02134,0.00155
2.8931,0.51215,0.65786,0.13991,0.03366,0.34709,0.25633,0.19287,0.02135,0.00155
2.8938,0.51215,0.65786,0.13988,0.03368,0.34708,0.2563,0.19288,0.02137,0.00155
2.8944,0.51215,0.65786,0.13986,0.0337,0.34706,0.25627,0.1929,0.02139,0.00155
2.8951,0.51215,0.65786,0.13984,0.03373,0.34705,0.25624,0.19292,0.0214,0.00155
2.8958,0.51215,0.65786,0.13981,0.03375,0.34703,0.25622,0.19293,0.02142,0.00155
2.8965,0.51215,0.65786,0.13979,0.03377,0.34702,0.25619,0.19295,0.02143,0.00155
2.8972,0.51215,0.65786,0.13976,0.03379,0.347,0.25616,0.19296,0.02145,0.00156
2.8979,0.51215,0.65786,0.13974,0.03382,0.34699,0.25613,0.19298,0.02146,0.00156
2.8986,0.51215,0.65786,0.13971,0.03384,0.34697,0.25611,0.19299,0.02148,0.00156
2.8993,0.51215,0.65786,0.13969,0.03386,0.34696,0.25608,0.19301,0.0215,0.00156
2.9,0.51215,0.65786,0.13966,0.03388,0.34694,0.25605,0.19303,0.02151,0.00156
2.9007,0.51215,0.65786,0.13964,0.03391,0.34693,0.25602,0.19304,0.02153,0.00156
2.9014,0.51215,0.65786,0.13962,0.03393,0.34691,0.256,0.19306,0.02154,0.00156
2.9021,0.51215,0.65786,0.13959,0.03395,0.3469,0.25597,0.19307,0.02156,0.00156
2.9028,0.51215,0.65786,0.13957,0.03397,0.34688,0.25594,0.19309,0.02157,0.00156
2.9035,0.51215,0.65786,0.13954,0.034,0.34687,0.25591,0.1931,0.02159,0.00157
2.9042,0.51215,0.65786,0.13952,0.03402,0.34686,0.25589,0.19312,0.02161,0.00157
2.9049,0.51215,0.65786,0.13949,0.03404,0.34684,0.25586,0.19314,0.02162,0.00157
2.9056,0.51215,0.65786,0.13947,0.03406,0.34683,0.25583,0.19315,0.02164,0.00157
2.9062,0.51215,0.65786,0.13944,0.03409,0.34681,0.2558,0.19317,0.02165,0.00157
2.9069,0.51215,0.65786,0.13942,0.03411,0.3468,0.25578,0.19318,0.02167,0.00157
2.9076,0.51215,0.65786,0.1394,0.03413,0.34678,0.25575,0.1932,0.02169,0.00157
2.9083,0.51215,0.65786,0.13937,0.03415,0.34677,0.25572,0.19322,0.0217,0.00157
2.909,0.51215,0.65786,0.13935,0.03418,0.34675,0.25569,0.19323,0.02172,0.00158
2.9097,0.51215,0.65786,0.13932,0.0342,0.34674,0.25567,0.19325,0.02173,0.00158
2.9104,0.51215,0.65786,0.1393,0.03422,0.34672,0.25564,0.19326,0.02175,0.00158
2.9111,0.51215,0.65786,0.13927,0.03424,0.34671,0.25561,0.19328,0.02176,0.00158
2.9118,0.51215,0.65786,0.13925,0.03427,0.34669,0.25558,0.1933,0.02178,0.00158
2.9125,0.51215,0.65786,0.13922,0.03429,0.34668,0.25556,0.19331,0.0218,0.00158
2.9132,0.51215,0.65786,0.1392,0.03431,0.34666,0.25553,0.19333,0.02181,0.00158
2.9139,0.51215,0.65786,0.13918,0.03434,0.34665,0.2555,0.19334,0.02183,0.00158
2.9146,0.51215,0.65786,0.13915,0.03436,0.34664,0.25547,0.19336,0.02184,0.00158
2.9153,0.51215,0.65786,0.13913,0.03438,0.34662,0.25545,0.19337,0.02186,0.00159
2.916,0.51215,0.65786,0.1391,0.0344,0.34661,0.25542,0.19339,0.02188,0.00159
2.9167,0.51215,0.65786,0.13908,0.03443,0.34659,0.25539,0.19341,0.02189,0.00159
2.9174,0.51215,0.65786,0.13905,0.03445,0.34658,0.25536,0.19342,0.02191,0.00159
2.9181,0.51215,0.65786,0.13903,0.03447,0.34656,0.25534,0.19344,0.02192,0.00159
2.9188,0.51215,0.65786,0.13901,0.03449,0.34655,0.25531,0.19345,0.02194,0.00159
2.9194,0.51215,0.65786,0.13898,0.03452,0.34653,0.25528,0.19347,0.02196,0.00159
2.9201,0.51215,0.65786,0.13896,0.03454,0.34652,0.25526,0.19349,0.02197,0.00159
2.9208,0.51215,0.65786,0.13893,0.03456,0.3465,0.25523,0.1935,0.02199,0.00159
2.9215,0.51215,0.65786,0.13891,0.03459,0.34649,0.2552,0.19352,0.022,0.0016
2.9222,0.51215,0.65786,0.13888,0.03461,0.34647,0.25517,0.19353,0.02202,0.0016
2.9229,0.51215,0.65786,0.13886,0.03463,0.34646,0.25515,0.19355,0.02204,0.0016
2.9236,0.51215,0.65786,0.13884,0.03466,0.34645,0.25512,0.19357,0.02205,0.0016
2.9243,0.51215,0.65786,0.13881,0.03468,0.34643,0.25509,0.19358,0.02207,0.0016
2.925,0.51215,0.65786,0.13879,0.0347,0.34642,0.25506,0.1936,0.02209,0.0016
2.9257,0.51215,0.65786,0.13876,0.03472,0.3464,0.25504,0.19362,0.0221,0.0016
2.9264,0.51215,0.65786,0.13874,0.03475,0.34639,0.25501,0.19363,0.02212,0.0016
2.9271,0.51215,0.65786,0.13871,0.03477,0.34637,0.25498,0.19365,0.02213,0.00161
2.9278,0.51215,0.65786,0.13869,0.03479,0.34636,0.25496,0.19366,0.02215,0.00161
2.9285,0.51215,0.65786,0.13866,0.03482,0.34634,0.25493,0.19368,0.02217,0.00161
2.9292,0.51215,0.65786,0.13864,0.03484,0.34633,0.2549,0.1937,0.02218,0.00161
2.9299,0.51215,0.65786,0.13862,0.03486,0.34631,0.25487,0.19371,0.0222,0.00161
2.9306,0.51215,0.65786,0.13859,0.03489,0.3463,0.25485,0.19373,0.02221,0.00161
2.9312,0.51215,0.65786,0.13857,0.03491,0.34628,0.25482,0.19374,0.02223,0.00161
2.9319,0.51215,0.65786,0.13854,0.03493,0.34627,0.25479,0.19376,0.02225,0.00161
2.9326,0.51215,0.65786,0.13852,0.03496,0.34626,0.25476,0.19378,0.02226,0.00161
2.9333,0.51215,0.65786,0.13849,0.03498,0.34624,0.25474,0.19379,0.02228,0.00162
2.934,0.51215,0.65786,0.13847,0.035,0.34623,0.25471,0.19381,0.0223,0.00162
2.9347,0.51215,0.65786,0.13845,0.03502,0.34621,0.25468,0.19383,0.02231,0.00162
2.9354,0.51215,0.65786,0.13842,0.03505,0.3462,0.25466,0.19384,0.02233,0.00162
2.9361,0.51215,0.65786,0.1384,0.03507,0.34618,0.25463,0.19386,0.02234,0.00162
2.9368,0.51215,0.65786,0.13837,0.03509,0.34617,0.2546,0.19387,0.02236,0.00162
2.9375,0.51215,0.65786,0.13835,0.03512,0.34615,0.25457,0.19389,0.02238,0.00162
2.9382,0.51215,0.65786,0.13832,0.03514,0.34614,0.25455,0.19391,0.02239,0.00162
2.9389,0.51215,0.65786,0.1383,0.03516,0.34612,0.25452,0.19392,0.02241,0.00162
2.9396,0.51215,0.65786,0.13828,0.03519,0.34611,0.25449,0.19394,0.02243,0.00163
2.9403,0.51215,0.65786,0.13825,0.03521,0.3461,0.25447,0.19396,0.02244,0.00163
2.941,0.51215,0.65786,0.13823,0.03523,0.34608,0.25444,0.19397,0.02246,0.00163
2.9417,0.51215,0.65786,0.1382,0.03526,0.34607,0.25441,0.19399,0.02248,0.00163
2.9424,0.51215,0.65786,0.13818,0.03528,0.34605,0.25438,0.194,0.02249,0.00163
2.9431,0.51215,0.65786,0.13816,0.0353,0.34604,0.25436,0.19402,0.02251,0.00163
2.9438,0.51215,0.65786,0.13813,0.03533,0.34602,0.25433,0.19404,0.02252,0.00163
2.9444,0.51215,0.65786,0.13811,0.03535,0.34601,0.2543,0.19405,0.02254,0.00163
2.9451,0.51215,0.65786,0.13808,0.03537,0.34599,0.25428,0.19407,0.02256,0.00164
2.9458,0.51215,0.65786,0.13806,0.0354,0.34598,0.25425,0.19409,0.02257,0.00164
2.9465,0.51215,0.65786,0.13803,0.03542,0.34597,0.25422,0.1941,0.02259,0.00164
2.9472,0.51215,0.65786,0.13801,0.03544,0.34595,0.25419,0.19412,0.02261,0.00164
2.9479,0.51215,0.65786,0.13799,0.03547,0.34594,0.25417,0.19414,0.02262,0.00164
2.9486,0.51215,0.65786,0.13796,0.03549,0.34592,0.25414,0.19415,0.02264,0.00164
2.9493,0.51215,0.65786,0.13794,0.03552,0.34591,0.25411,0.19417,0.02266,0.00164
2.95,0.51215,0.65786,0.13791,0.03554,0.34589,0.25409,0.19419,0.02267,0.00164
2.9507,0.51215,0.65786,0.13789,0.03556,0.34588,0.25406,0.1942,0.02269,0.00165
2.9514,0.51215,0.65786,0.13786,0.03559,0.34586,0.25403,0.19422,0.02271,0.00165
2.9521,0.51215,0.65786,0.13784,0.03561,0.34585,0.25401,0.19423,0.02272,0.00165
2.9528,0.51215,0.65786,0.13782,0.03563,0.34583,0.25398,0.19425,0.02274,0.00165
2.9535,0.51215,0.65786,0.13779,0.03566,0.34582,0.25395,0.19427,0.02276,0.00165
2.9542,0.51215,0.65786,0.13777,0.03568,0.34581,0.25392,0.19428,0.02277,0.00165
2.9549,0.51215,0.65786,0.13774,0.0357,0.34579,0.2539,0.1943,0.02279,0.00165
2.9556,0.51215,0.65786,0.13772,0.03573,0.34578,0.25387,0.19432,0.02281,0.00165
2.9562,0.51215,0.65786,0.1377,0.03575,0.34576,0.25384,0.19433,0.02282,0.00165
2.9569,0.51215,0.65786,0.13767,0.03577,0.34575,0.25382,0.19435,0.02284,0.00166
2.9576,0.51215,0.65786,0.13765,0.0358,0.34573,0.25379,0.19437,0.02286,0.00166
2.9583,0.51215,0.65786,0.13762,0.03582,0.34572,0.25376,0.19438,0.02287,0.00166
2.959,0.51215,0.65786,0.1376,0.03585,0.3457,0.25374,0.1944,0.02289,0.00166
2.9597,0.51215,0.65786,0.13757,0.03587,0.34569,0.25371,0.19442,0.02291,0.00166
2.9604,0.51215,0.65786,0.13755,0.03589,0.34567,0.25368,0.19443,0.02292,0.00166
2.9611,0.51215,0.65786,0.13753,0.03592,0.34566,0.25365,0.19445,0.02294,0.00166
2.9618,0.51215,0.65786,0.1375,0.03594,0.34565,0.25363,0.19447,0.02296,0.00166
2.9625,0.51215,0.65786,0.13748,0.03596,0.34563,0.2536,0.19448,0.02297,0.00167
2.9632,0.51215,0.65786,0.13745,0.03599,0.34562,0.25357,0.1945,0.02299,0.00167
2.9639,0.51215,0.65786,0.13743,0.03601,0.3456,0.25355,0.19452,0.02301,0.00167
2.9646,0.51215,0.65786,0.13741,0.03604,0.34559,0.25352,0.19453,0.02302,0.00167
2.9653,0.51215,0.65786,0.13738,0.03606,0.34557,0.25349,0.19455,0.02304,0.00167
2.966,0.51215,0.65786,0.13736,0.03608,0.34556,0.25347,0.19457,0.02306,0.00167
2.9667,0.51215,0.65786,0.13733,0.03611,0.34554,0.25344,0.19458,0.02307,0.00167
2.9674,0.51215,0.65786,0.13731,0.03613,0.34553,0.25341,0.1946,0.02309,0.00167
2.9681,0.51215,0.65786,0.13729,0.03616,0.34552,0.25339,0.19462,0.02311,0.00167
2.9688,0.51215,0.65786,0.13726,0.03618,0.3455,0.25336,0.19463,0.02312,0.00168
2.9694,0.51215,0.65786,0.13724,0.0362,0.34549,0.25333,0.19465,0.02314,0.00168
2.9701,0.51215,0.65786,0.13721,0.03623,0.34547,0.2533,0.19467,0.02316,0.00168
2.9708,0.51215,0.65786,0.13719,0.03625,0.34546,0.25328,0.19468,0.02317,0.00168
2.9715,0.51215,0.65786,0.13716,0.03628,0.34544,0.25325,0.1947,0.02319,0.00168
2.9722,0.51215,0.65786,0.13714,0.0363,0.34543,0.25322,0.19472,0.02321,0.00168
2.9729,0.51215,0.65786,0.13712,0.03632,0.34541,0.2532,0.19473,0.02322,0.00168
2.9736,0.51215,0.65786,0.13709,0.03635,0.3454,0.25317,0.19475,0.02324,0.00168
2.9743,0.51215,0.65786,0.13707,0.03637,0.34539,0.25314,0.19477,0.02326,0.00169
2.975,0.51215,0.65786,0.13704,0.0364,0.34537,0.25312,0.19478,0.02328,0.00169
2.9757,0.51215,0.65786,0.13702,0.03642,0.34536,0.25309,0.1948,0.02329,0.00169
2.9764,0.51215,0.65786,0.137,0.03644,0.34534,0.25306,0.19482,0.02331,0.00169
2.9771,0.51215,0.65786,0.13697,0.03647,0.34533,0.25304,0.19484,0.02333,0.00169
2.9778,0.51215,0.65786,0.13695,0.03649,0.34531,0.25301,0.19485,0.02334,0.00169
2.9785,0.51215,0.65786,0.13692,0.03652,0.3453,0.25298,0.19487,0.02336,0.00169
2.9792,0.51215,0.65786,0.1369,0.03654,0.34528,0.25296,0.19489,0.02338,0.00169
2.9799,0.51215,0.65786,0.13688,0.03656,0.34527,0.25293,0.1949,0.02339,0.0017
2.9806,0.51215,0.65786,0.13685,0.03659,0.34526,0.2529,0.19492,0.02341,0.0017
2.9812,0.51215,0.65786,0.13683,0.03661,0.34524,0.25288,0.19494,0.02343,0.0017
2.9819,0.51215,0.65786,0.1368,0.03664,0.34523,0.25285,0.19495,0.02344,0.0017
2.9826,0.51215,0.65786,0.13678,0.03666,0.34521,0.25282,0.19497,0.02346,0.0017
2.9833,0.51215,0.65786,0.13676,0.03669,0.3452,0.2528,0.19499,0.02348,0.0017
2.984,0.51215,0.65786,0.13673,0.03671,0.34518,0.25277,0.195,0.0235,0.0017
2.9847,0.51215,0.65786,0.13671,0.03673,0.34517,0.25274,0.19502,0.02351,0.0017
2.9854,0.51215,0.65786,0.13668,0.03676,0.34516,0.25272,0.19504,0.02353,0.00171
2.9861,0.51215,0.65786,0.13666,0.03678,0.34514,0.25269,0.19506,0.02355,0.00171
2.9868,0.51215,0.65786,0.13664,0.03681,0.34513,0.25266,0.19507,0.02356,0.00171
2.9875,0.51215,0.65786,0.13661,0.03683,0.34511,0.25264,0.19509,0.02358,0.00171
2.9882,0.51215,0.65786,0.13659,0.03686,0.3451,0.25261,0.19511,0.0236,0.00171
2.9889,0.51215,0.65786,0.13656,0.03688,0.34508,0.25258,0.19512,0.02362,0.00171
2.9896,0.51215,0.65786,0.13654,0.0369,0.34507,0.25256,0.19514,0.02363,0.00171
2.9903,0.51215,0.65786,0.13652,0.03693,0.34505,0.25253,0.19516,0.02365,0.00171
2.991,0.51215,0.65786,0.13649,0.03695,0.34504,0.2525,0.19518,0.02367,0.00172
2.9917,0.51215,0.65786,0.13647,0.03698,0.34503,0.25248,0.19519,0.02368,0.00172
2.9924,0.51215,0.65786,0.13644,0.037,0.34501,0.25245,0.19521,0.0237,0.00172
2.9931,0.51215,0.65786,0.13642,0.03703,0.345,0.25242,0.19523,0.02372,0.00172
2.9938,0.51215,0.65786,0.1364,0.03705,0.34498,0.2524,0.19524,0.02374,0.00172
2.9944,0.51215,0.65786,0.13637,0.03708,0.34497,0.25237,0.19526,0.02375,0.00172
2.9951,0.51215,0.65786,0.13635,0.0371,0.34495,0.25234,0.19528,0.02377,0.00172
2.9958,0.51215,0.65786,0.13632,0.03712,0.34494,0.25232,0.1953,0.02379,0.00172
2.9965,0.51215,0.65786,0.1363,0.03715,0.34493,0.25229,0.19531,0.02381,0.00173
2.9972,0.51215,0.65786,0.13628,0.03717,0.34491,0.25226,0.19533,0.02382,0.00173
2.9979,0.51215,0.65786,0.13625,0.0372,0.3449,0.25224,0.19535,0.02384,0.00173
2.9986,0.51215,0.65786,0.13623,0.03722,0.34488,0.25221,0.19536,0.02386,0.00173
2.9993,0.51215,0.65786,0.13621,0.03725,0.34487,0.25218,0.19538,0.02387,0.00173
3.0,0.51215,0.65786,0.13618,0.03727,0.34485,0.25216,0.1954,0.02389,0.00718
3.0007,0.51215,0.65786,0.13616,0.0373,0.34484,0.25213,0.19542,0.02391,0.00718
3.0014,0.51215,0.65786,0.13613,0.03732,0.34482,0.2521,0.19543,0.02393,0.00719
3.0021,0.51215,0.65786,0.13611,0.03735,0.34481,0.25208,0.19545,0.02394,0.0072
3.0028,0.51215,0.65786,0.13609,0.03737,0.3448,0.25205,0.19547,0.02396,0.0072
3.0035,0.51215,0.65786,0.13606,0.03739,0.34478,0.25202,0.19548,0.02398,0.00721
3.0042,0.51215,0.65786,0.13604,0.03742,0.34477,0.252,0.1955,0.024,0.00721
3.0049,0.51215,0.65786,0.13601,0.03744,0.34475,0.25197,0.19552,0.02401,0.00722
3.0056,0.51215,0.65786,0.13599,0.03747,0.34474,0.25194,0.19554,0.02403,0.00723
3.0062,0.51215,0.65786,0.13597,0.03749,0.34472,0.25192,0.19555,0.02405,0.00723
3.0069,0.51215,0.65786,0.13594,0.03752,0.34471,0.25189,0.19557,0.02407,0.00724
3.0076,0.51215,0.65786,0.13592,0.03754,0.3447,0.25186,0.19559,0.02408,0.00724
3.0083,0.51215,0.65786,0.13589,0.03757,0.34468,0.25184,0.19561,0.0241,0.00725
3.009,0.51215,0.65786,0.13587,0.03759,0.34467,0.25181,0.19562,0.02412,0.00726
3.0097,0.51215,0.65786,0.13585,0.03762,0.34465,0.25178,0.19564,0.02414,0.00726
3.0104,0.51215,0.65786,0.13582,0.03764,0.34464,0.25176,0.19566,0.02415,0.00727
3.0111,0.51215,0.65786,0.1358,0.03767,0.34462,0.25173,0.19568,0.02417,0.00728
3.0118,0.51215,0.65786,0.13578,0.03769,0.34461,0.25171,0.19569,0.02419,0.00728
3.0125,0.51215,0.65786,0.13575,0.03772,0.3446,0.25168,0.19571,0.02421,0.00729
3.0132,0.51215,0.65786,0.13573,0.03774,0.34458,0.25165,0.19573,0.02422,0.00729
3.0139,0.51215,0.65786,0.1357,0.03777,0.34457,0.25163,0.19575,0.02424,0.0073
3.0146,0.51215,0.65786,0.13568,0.03779,0.34455,0.2516,0.19576,0.02426,0.00731
3.0153,0.51215,0.65786,0.13566,0.03782,0.34454,0.25157,0.19578,0.02428,0.00731
3.016,0.51215,0.65786,0.13563,0.03784,0.34452,0.25155,0.1958,0.02429,0.00732
3.0167,0.51215,0.65786,0.13561,0.03787,0.34451,0.25152,0.19581,0.02431,0.00733
3.0174,0.51215,0.65786,0.13558,0.03789,0.3445,0.25149,0.19583,0.02433,0.00733
3.0181,0.51215,0.65786,0.13556,0.03792,0.34448,0.25147,0.19585,0.02435,0.00734
3.0188,0.51215,0.65786,0.13554,0.03794,0.34447,0.25144,0.19587,0.02436,0.00734
3.0194,0.51215,0.65786,0.13551,0.03797,0.34445,0.25141,0.19588,0.02438,0.00735
3.0201,0.51215,0.65786,0.13549,0.03799,0.34444,0.25139,0.1959,0.0244,0.00736
3.0208,0.51215,0.65786,0.13547,0.03802,0.34442,0.25136,0.19592,0.02442,0.00736
3.0215,0.51215,0.65786,0.13544,0.03804,0.34441,0.25134,0.19594,0.02444,0.00737
3.0222,0.51215,0.65786,0.13542,0.03807,0.3444,0.25131,0.19596,0.02445,0.00738
3.0229,0.51215,0.65786,0.13539,0.03809,0.34438,0.25128,0.19597,0.02447,0.00738
3.0236,0.51215,0.65786,0.13537,0.03812,0.34437,0.25126,0.19599,0.02449,0.00739
3.0243,0.51215,0.65786,0.13535,0.03814,0.34435,0.25123,0.19601,0.02451,0.00739
3.025,0.51215,0.65786,0.13532,0.03817,0.34434,0.2512,0.19603,0.02452,0.0074
3.0257,0.51215,0.65786,0.1353,0.03819,0.34432,0.25118,0.19604,0.02454,0.00741
3.0264,0.51215,0.65786,0.13528,0.03822,0.34431,0.25115,0.19606,0.02456,0.00741
3.0271,0.51215,0.65786,0.13525,0.03824,0.3443,0.25112,0.19608,0.02458,0.00742
3.0278,0.51215,0.65786,0.13523,0.03827,0.34428,0.2511,0.1961,0.0246,0.00743
3.0285,0.51215,0.65786,0.1352,0.03829,0.34427,0.25107,0.19611,0.02461,0.00743
3.0292,0.51215,0.65786,0.13518,0.03832,0.34425,0.25105,0.19613,0.02463,0.00744
3.0299,0.51215,0.65786,0.13516,0.03834,0.34424,0.25102,0.19615,0.02465,0.00744
3.0306,0.51215,0.65786,0.13513,0.03837,0.34422,0.25099,0.19617,0.02467,0.00745
3.0312,0.51215,0.65786,0.13511,0.03839,0.34421,0.25097,0.19618,0.02468,0.00746
3.0319,0.51215,0.65786,0.13509,0.03842,0.3442,0.25094,0.1962,0.0247,0.00746
3.0326,0.51215,0.65786,0.13506,0.03845,0.34418,0.25091,0.19622,0.02472,0.00747
3.0333,0.51215,0.65786,0.13504,0.03847,0.34417,0.25089,0.19624,0.02474,0.00748
3.034,0.51215,0.65786,0.13501,0.0385,0.34415,0.25086,0.19626,0.02476,0.00748
3.0347,0.51215,0.65786,0.13499,0.03852,0.34414,0.25084,0.19627,0.02477,0.00749
3.0354,0.51215,0.65786,0.13497,0.03855,0.34412,0.25081,0.19629,0.02479,0.0075
3.0361,0.51215,0.65786,0.13494,0.03857,0.34411,0.25078,0.19631,0.02481,0.0075
3.0368,0.51215,0.65786,0.13492,0.0386,0.3441,0.25076,0.19633,0.02483,0.00751
3.0375,0.51215,0.65786,0.1349,0.03862,0.34408,0.25073,0.19634,0.02485,0.00751
3.0382,0.51215,0.65786,0.13487,0.03865,0.34407,0.2507,0.19636,0.02486,0.00752
3.0389,0.51215,0.65786,0.13485,0.03867,0.34405,0.25068,0.19638,0.02488,0.00753
3.0396,0.51215,0.65786,0.13482,0.0387,0.34404,0.25065,0.1964,0.0249,0.00753
3.0403,0.51215,0.65786,0.1348,0.03873,0.34403,0.25063,0.19642,0.02492,0.00754
3.041,0.51215,0.65786,0.13478,0.03875,0.34401,0.2506,0.19643,0.02494,0.00755
3.0417,0.51215,0.65786,0.13475,0.03878,0.344,0.25057,0.19645,0.02495,0.00755
3.0424,0.51215,0.65786,0.13473,0.0388,0.34398,0.25055,0.19647,0.02497,0.00756
3.0431,0.51215,0.65786,0.13471,0.03883,0.34397,0.25052,0.19649,0.02499,0.00757
3.0438,0.51215,0.65786,0.13468,0.03885,0.34395,0.2505,0.19651,0.02501,0.00757
3.0444,0.51215,0.65786,0.13466,0.03888,0.34394,0.25047,0.19652,0.02503,0.00758
3.0451,0.51215,0.65786,0.13464,0.0389,0.34393,0.25044,0.19654,0.02504,0.00758
3.0458,0.51215,0.65786,0.13461,0.03893,0.34391,0.25042,0.19656,0.02506,0.00759
3.0465,0.51215,0.65786,0.13459,0.03896,0.3439,0.25039,0.19658,0.02508,0.0076
3.0472,0.51215,0.65786,0.13456,0.03898,0.34388,0.25036,0.1966,0.0251,0.0076
3.0479,0.51215,0.65786,0.13454,0.03901,0.34387,0.25034,0.19661,0.02512,0.00761
3.0486,0.51215,0.65786,0.13452,0.03903,0.34385,0.25031,0.19663,0.02514,0.00762
3.0493,0.51215,0.65786,0.13449,0.03906,0.34384,0.25029,0.19665,0.02515,0.00762
3.05,0.51215,0.65786,0.13447,0.03908,0.34383,0.25026,0.19667,0.02517,0.00763
3.0507,0.51215,0.65786,0.13445,0.03911,0.34381,0.25023,0.19669,0.02519,0.00764
3.0514,0.51215,0.65786,0.13442,0.03914,0.3438,0.25021,0.1967,0.02521,0.00764
3.0521,0.51215,0.65786,0.1344,0.03916,0.34378,0.25018,0.19672,0.02523,0.00765
3.0528,0.51215,0.65786,0.13438,0.03919,0.34377,0.25016,0.19674,0.02524,0.00766
3.0535,0.51215,0.65786,0.13435,0.03921,0.34376,0.25013,0.19676,0.02526,0.00766
3.0542,0.51215,0.65786,0.13433,0.03924,0.34374,0.2501,0.19678,0.02528,0.00767
3.0549,0.51215,0.65786,0.1343,0.03926,0.34373,0.25008,0.19679,0.0253,0.00768
3.0556,0.51215,0.65786,0.13428,0.03929,0.34371,0.25005,0.19681,0.02532,0.00768
3.0562,0.51215,0.65786,0.13426,0.03932,0.3437,0.25003,0.19683,0.02534,0.00769
3.0569,0.51215,0.65786,0.13423,0.03934,0.34368,0.25,0.19685,0.02535,0.00769
